id,covidence_id,pathogen,first_author_first_name,first_author_surname,article_title,doi,issue,journal,page_first,page_last,paper_copy_only,qa_a3,qa_a4,qa_d5,qa_d6,qa_d7,qa_m1,qa_m2,volume,year_publication,article_label
a18b9c78fd8f30eb59932dcbd71f2832,2340,Zika virus,Mukesh,Kumar,Prevalence of Antibodies to Zika Virus in Mothers from Hawaii Who Delivered Babies with and without Microcephaly between 2009-2012,10.1371/journal.pntd.0005262,12,PLOS Neglected Tropical Diseases,NA,NA,FALSE,NA,NA,Yes,Yes,Yes,Yes,No,10,2016,Kumar 2016
b75584b85de2452dae4fab0920dff050,2353,Zika virus,Adam J.,Kucharski,Transmission Dynamics of Zika Virus in Island Populations: A Modelling Analysis of the 2013-14 French Polynesia Outbreak,10.1371/journal.pntd.0004726,5,PLoS Negl Trop Dis,4726,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,2016,Kucharski 2016
12322eff79b18b78c77a02e827fc7b9e,2361,Zika virus,Elisabeth,Krow-Lucal,Association and birth prevalence of microcephaly attributable to Zika virus infection among infants in Paraíba;  Brazil; in 2015–16: a case-control study,10.1016/,NA,The Lancet Child & Adolescent Health,205,213,FALSE,No,No,No,No,No,No,No,2,2018,Krow-Lucal 2018
3a17fe42a8281ee9e608452576d3bd1d,2362,Zika virus,Elizabeth,Krow-Lucal,Estimated Incubation Period for Zika Virus Disease,10.3201/eid2305.161715,5,Emerg Infect Dis,841,844,FALSE,Yes,Yes,No,Yes,Yes,Yes,Yes,23,2017,Krow-Lucal 2017
1b832e47543b6c9df3cc3a6fff44501f,2401,Zika virus,Ondrej,Maxian,Zika virus dynamics: When does sexual transmission matter?,10.1016/j.epidem.2017.06.003,NA,Epidemics,48,55,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,21,2017,Maxian 2017
b56ba0e9a4030631e72d7526c5a418e8,2419,Zika virus,Phillip,Mathe,Low Zika virus seroprevalence among pregnant women in North Central Nigeria 2016,10.1016/j.jcv.2018.05.011,NA,Journal of Clinical Virology,35,40,FALSE,NA,NA,Yes,No,No,Yes,No,105,2018,Mathe 2018
c98d597560573b44387a22da012e2ff1,2425,Zika virus,E.,Massad,On the origin and timing of Zika virus introduction in Brazil,10.1017/s0950268817001200,11,Epidemiol Infect,2303,2312,FALSE,No,No,NA,NA,NA,No,No,145,2017,Massad 2017
250613eb695fcc327787def8b4bd21ec,2578,Zika virus,Esau,João,Pregnant women co-infected with HIV and Zika: Outcomes and birth defects in infants according to maternal symptomatolog,10.1371/journal.pone.0200168,7,PLOS One,NA,NA,FALSE,NA,NA,Yes,No,No,No,No,13,2018,João 2018
7a011962697680330e35bdf14ebab063,2632,Zika virus,M,Imran,Mathematical analysis of the role of hospitalization/isolation in controlling the spread of Zika fever,10.1016/j.virusres.2018.07.002,NA,Virus Research,95,104,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,255,2018,Imran 2018
e39aa53ad8ec0e968b2fa75e871cc48a,2661,Zika virus,John,Huber,Seasonal temperature variation influences climate suitability for dengue; chikungunya; and Zika transmission,10.1371/journal.pntd.0006451,5,PLOS Neglected Tropical Diseases,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,12,2018,Huber 2018
a7939c9bca3ea94e56603b9c36a1ba86,2688,Zika virus,Ying-Hen,Hsieh,Temporal patterns and geographic heterogeneity of Zika virus (ZIKV) outbreaks in French Polynesia and Central America,10.7717/peerj.3015,NA,PeerJ,NA,NA,FALSE,No,No,No,No,No,Yes,No,NA,2017,Hsieh 2017
f39257948ea0f9acb328836a25e9aa12,2704,Zika virus,Margaret A.,Honein,Birth Defects Among Fetuses and Infants of US Women With Evidence of Possible Zika Virus Infection During Pregnancy,10.1001/jama.2016.19006,1,Jama,56,68,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,317,2017,Honein 2017
f5ba13da9154aabfb7e590e71adec589,2713,Zika virus,Bruno,Hoen,Pregnancy Outcomes after ZIKV Infection in French Territories in the Americas,10.1056/NEJMoa1709481,11,N Engl J Med,985,994,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,378,2018,Hoen 2018
0f287e18f981bdd149fe002a1ca2a48c,2777,Zika virus,G,Guzzetta,Assessing the potential risk of Zika virus epidemics in temperate areas with established Aedes albopictus populations,10.2807/1560-7917.es.2016.21.15.30199,15,Euro Surveill,NA,NA,FALSE,Yes,No,NA,NA,NA,Yes,No,21,2016,Guzzetta 2016
f395586183a6abb67d89f68a3e7d3326,2804,Zika virus,Mathilde,Guerbois,Outbreak of Zika Virus Infection; Chiapas State; Mexico; 2015; and First Confirmed Transmission by Aedes aegypti Mosquitoes in the Americas,10.1093/infdis/jiw302,9,J Infect Dis,1349,1356,FALSE,NA,NA,Yes,No,No,Yes,Yes,214,2016,Guerbois 2016
ca7473a74be36145475a5a94251137c8,2876,Zika virus,Aubree,Gordon,Prior dengue virus infection and risk of Zika: A pediatric cohort in Nicaragua,10.1371/journal.pmed.1002726,1,PLOS Medicine,NA,NA,FALSE,No,Yes,Yes,Yes,Yes,No,Yes,16,2019,Gordon 2019
b59b6b7a6319a88d9c710c461ddde64c,3000,Zika virus,Lauren M.,Gardner,Inferring the risk factors behind the geographical spread and transmission of Zika in the Americas,10.1371/journal.pntd.0006194,1,PLoS Negl Trop Dis,6194,NA,FALSE,No,Yes,NA,NA,NA,Yes,Yes,12,2018,Gardner 2018
5cb86a350848c180900598472cff54ed,3017,Zika virus,Daozhou,Gao,Prevention and Control of Zika as a Mosquito-Borne and Sexually Transmitted Disease: A Mathematical Modeling Analysis,10.1038/srep28070,NA,Scientific Reports,28070,NA,FALSE,Yes,Yes,Yes,No,No,Yes,Yes,6,2016,Gao 2016
8990e3b87cc0e053ca05e218c35f696d,3030,Zika virus,Bouba,Gake,Low seroprevalence of Zika virus in Cameroonian blood donors,10.1016/j.bjid.2017.03.018,4,The Brazilian Journal of Infectious Diseases,481,483,FALSE,NA,NA,Yes,No,No,No,Yes,21,2017,Gake 2017
d308d8be09491ee9b9ff653de72a995e,3039,Zika virus,Sebastian,Funk,Comparative Analysis of Dengue and Zika Outbreaks Reveals Differences by Setting and Virus,10.1371/journal.pntd.0005173,12,PLOS Neglected Tropical Diseases,5173,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,2016,Funk 2016
32bae1e066edbbc70bbc90f147b1b2de,3042,Zika virus,Trevon L.,Fuller,Behavioral climatic and environmental risk factors for Zika and Chikungunya virus infections in Rio de Janeiro Brazil 2015-16,10.1371/journal.pntd.0004726,11,PLoS One,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,No,No,12,2017,Fuller 2017
b706d8e6b994cdce0e86244457393f78,3071,Zika virus,Giovanny Va,França,Congenital Zika virus syndrome in Brazil: a case series of the first 1501 livebirths with complete investigation,10.1016/s0140-6736(16)30902-3,10047,Lancet,891,897,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,388,2016,França 2016
a9a2fc310bc8c7cb565699d7d7c4cbbd,3098,Zika virus,Claude,Flamand,"The proportion of asymptomatic infections and spectrum of disease among pregnant women infected
by Zika virus: systematic monitoring in French Guiana; 2016",10.2807/1560-7917.ES.2017.22.44.17-0010,44,Euro Surveilliance,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,22,2017,Flamand 2017
9c0d0fabe3b7f426275759f417a42bd7,3100,Zika virus,W.E.,Fitzgibbon,An outbreak vector-host epidemic model with spatial structure: the 2015-2016 Zika outbreak in Rio de Janeiro,10.1186/s12976-017-0051-z,7,Theoretical Biology and Medical Modelling,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,No,14,2017,Fitzgibbon 2017
52d1b294c5a2ae5543b0d2b08356a557,3152,Zika virus,N. R.,Faria,Establishment and cryptic transmission of Zika virus in Brazil and the Americas,10.1038/nature22401,NA,Nature,406,410,FALSE,Yes,No,Yes,No,Yes,Yes,No,546,2017,Faria 2017
016d493cb7411827cccb2ade7998aa9e,3154,Zika virus,N,Faria,Zika virus in the Americas: Early epidemiological and genetic findings,10.1126/science.aaf5036,6283,Science,345,349,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,352,2016,Faria 2016
4dd5e9eb11fbe04c381f3f8f0f369463,3163,Zika virus,A,Fajardo,Bayesian coalescent inference reveals high evolutionary rates and diversification of Zika virus populations,10.1002/jmv.24596,10,J Med Virol,1672,1676,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,88,2016,Fajardo 2016
fce1db4400b66be1025a2aff75663eb7,3221,Zika virus,Daihai,He,A comparison study of Zika virus outbreaks in French Polynesia Colombia and the State of Bahia in Brazil,10.1038/s41598-017-00253-1,NA,Scientific Reports,NA,NA,FALSE,No,Yes,Yes,No,No,No,No,7,2017,He 2017
0c91f03282f4128d6177efc006901c78,3318,Zika virus,Dp,Durham,Evaluating Vaccination Strategies for Zika Virus in the Americas,10.7326/M17-0641,NA,Annals of Internal Medicine,621,630,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,168,2018,Durham 2018
b24e800d878688e1cc5685eb549b6082,3337,Zika virus,Mark R.,Duffy,Zika virus outbreak on Yap Island; Federated States of Micronesia,10.1056/NEJMoa0805715,24,The New England Journal of Medicine,2536,2543,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,No,360,2009,Duffy 2009
10f28c118a6f9ea2b37ddab0bc0b9eef,3403,Zika virus,Linh,Dinh,Estimating the subcritical transmissibility of the Zika outbreak in the State of Florida; USA; 2016,10.1186/s12976-016-0046-1,1,Theoretical Biology and Medical Modelling,20,NA,FALSE,No,Yes,Yes,Yes,No,No,No,13,2016,Dinh 2016
9e7490762ff2c863e9c40bf0a28abe91,3451,Zika virus,Corine H.,Geurtsvankessel,Zika virus and Guillain-Barre syndrome in Bangladesh,10.1002/acn3.556,5,Ann Clin Transl Neurol,606,615,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,5,2018,Geurtsvankessel 2018
9ea47631e81c31a3ebf68b09a0d312fd,3452,Zika virus,Anton,Geser,A multipurpose serological survey in Kenya. 2. Results of arbovirus serological tests,NA,4,Bull World Health Organ,539,552,FALSE,NA,NA,No,No,No,No,No,43,1970,Geser 1970
f7ab2533f46aa0fafc3df9f8cc2fcde5,3490,Zika virus,Edson,Delatorre,Tracing the origin of the NS1 A188V substitution responsible for recent enhancement of Zika virus Asian genotype infectivity,10.1590/0074-02760170299,11,Mem Inst Oswaldo Cruz,793,795,FALSE,Yes,Yes,No,No,No,Yes,Yes,112,2017,Delatorre 2017
157643dbdda6fafd389a7219a560c1a9,3528,Zika virus,Antonio J. L. A.,Cunha,Microcephaly Case Fatality Rate Associated with Zika Virus Infection in Brazil: Current Estimates,10.1097/inf.0000000000001486,5,Pediatric Infectious Disease Journal,528,530,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,36,2017,Cunha 2017
580150f2a57adf8d4cffe239b66e7961,3589,Zika virus,Erin E,Conners,Zika Virus Infection Among Pregnant Women and Their Neonates in New York City; January 2016-June 2017,10.1097/aog.0000000000002737,2,Obstet Gynecol,487,495,FALSE,NA,NA,Yes,No,No,No,No,132,2018,Conners 2018
79588738d1cff05fb9eb5555e612e89b,3614,Zika virus,A.,Coghlan,Emerging infectious disease outbreaks: estimating disease risk in Australian blood donors travelling overseas,10.1111/vox.12571,1,Vox Sanguinis,21,30,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,113,2018,Coghlan 2018
ed70bb39c5f867d946c6819c9076ee77,3622,Zika virus,John,Codrington,Zika virus outbreak in Suriname; a report based on laboratory surveillance data,10.1371/currents.outbreaks.ff0f6190d5431c2a2e824255eaeaf339,NA,PLoS Curr,NA,NA,FALSE,Yes,Yes,NA,Yes,Yes,Yes,Yes,10,2018,Codrington 2018
08fcdd723879698c5389f895062ff097,3650,Zika virus,Gerardo,Chowell,Using Phenomenological Models to Characterize Transmissibility and Forecast Patterns and Final Burden of Zika Epidemics,10.1371/currents.outbreaks.f14b2217c902f453d9320a43a35b9583,NA,PLOS Currents,NA,NA,FALSE,Yes,Yes,Yes,No,No,No,No,8,2016,Chowell 2016
5cbcf65709671f8c13f9e50bc00f1f85,3678,Zika virus,Michelle S.,Chevalier,Use of Blood Donor Screening Data to Estimate Zika Virus Incidence; Puerto Rico; April-August 2016,10.3201/eid2305.161873,5,Emerging Infectious Diseases,790,795,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,23,2017,Chevalier 2017
fa0bbe66675fea9886c9d46fb7dde04e,3703,Zika virus,Jing,Chen,Modeling the importation and local transmission of vector-borne diseases in Florida: The case of Zika outbreak in 2016,10.1016/j.jtbi.2018.07.026,NA,Journal of Theoretical Biology,342,356,FALSE,Yes,Yes,No,No,No,Yes,No,455,2018,Chen 2018
c7f143f193b3170c29121c52fb9794d9,3738,Zika virus,Clara,Champagne,Structure in the variability of the basic reproductive number (R0) for Zika epidemics in the Pacific islands,10.7554/eLife.19874,NA,eLIFE,NA,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,2016,Champagne 2016
27d234382426455d701c5d81c9df92ed,3747,Zika virus,Simon,Cauchemez,Association between Zika virus and microcephaly in French Polynesia; 2013-15: a retrospective study,10.1016/s0140-6736(16)00651-6,10033,Lancet,2125,2132,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,387,2016,Cauchemez 2016
8f1b61a86d9428ed0df1e6dd3d9785e1,3758,Zika virus,Lauren A.,Castro,Assessing real-time Zika risk in the United States,10.1186/s12879-017-2394-9,284,BMC Infectious Diseases,NA,NA,FALSE,Yes,No,Yes,No,No,Yes,Yes,17,2017,Castro 2017
764c1f539ff36d56df1ede490b5e03d1,3808,Zika virus,Van-Mai,Cao-Lormeau,Guillain-Barre Syndrome outbreak associated with Zika virus infection in French Polynesia: a case-control study,10.1016/s0140-6736(16)00562-6,10027,Lancet,1531,1539,FALSE,NA,NA,Yes,Yes,No,Yes,Yes,387,2016,Cao-Lormeau 2016
7b4a2b94eee13c5b5494d1f38c221a6a,3827,Zika virus,Cyril,Caminade,Global risk model for vector-borne transmission of Zika virus reveals the role of El Niño 2015,10.1073/pnas.1614303114,1,PNAS,119,124,FALSE,Yes,Yes,No,No,No,Yes,No,114,2017,Caminade 2017
5dd0cee8d81acc040993224a11df18dd,3881,Zika virus,Raquel,Burger-Calderon,Zika virus infection in Nicaraguan households,10.1371/journal.pntd.0006518,5,PloS Neglected Tropical Diseases,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,12,2018,Burger-Calderon 2018
1f0ebbfd65f2c7c1c38cb94148d8dfe7,3958,Zika virus,Thalia Velho Barreto,De Araujo,Association between microcephaly; Zika virus infection; and other risk factors in Brazil: final report of a case-control study,10.1016/s1473-3099(17)30727-2,3,Lancet Infect Dis,328,336,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,18,2018,De Araujo 2018
3a996e346f35f5d4307080ded99c598f,3967,Zika virus,E,Daudens-Vaysse,Zika emergence in the French Territories of America and description of first confirmed cases of Zika virus infection on Martinique; November 2015 to February 2016,10.2807/1560-7917.ES.2016.21.28.30285,28,Euro Surveillance,NA,NA,FALSE,NA,NA,Yes,No,No,Yes,Yes,21,2016,Daudens-Vaysse 2016
8459ec6d4ae5e58514155468296cc082,4013,Zika virus,Fred,Brauer,Some models for epidemics of vector-transmitted diseases,10.1016/j.idm.2016.08.001,NA,Infectious Disease Modeling,79,87,FALSE,Yes,No,NA,NA,NA,No,No,1,2016,Brauer 2016
43d46e95fe3118eb38436d4f9a287b18,4014,Zika virus,P.,Brasil,Zika Virus Infection in Pregnant Women in Rio de Janeiro,10.1056/NEJMoa1602412,NA,New England Journal of Medicine,2321,2334,FALSE,Yes,Yes,Yes,No,No,Yes,Yes,375,2016,Brasil 2016
26bb48e1d0b2817855acd05eb8f788f9,4021,Zika virus,Oliver J.,Brady,The association between Zika virus infection and microcephaly in Brazil 2015–2017: An observational analysis of over 4 million births,10.1371/journal.pmed.1002755,3,PLoS Med,NA,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,16,2019,Brady 2019
5cd0575bbd3886b8fced2ce9bf7e36b0,4032,Zika virus,Leigh R.,Bowman,A comparison of Zika and dengue outbreaks using national surveillance data in the Dominican Republic,10.1371/journal.pntd.0006876,11,PLoS Neglected Tropical Diseases,NA,NA,FALSE,Yes,No,Yes,Yes,No,No,Yes,12,2018,Bowman 2018
edbdd1cb5ae03032e242068da8e13186,4074,Zika virus,Bruno Deltreggia,Benites,Zika Virus and the Safety of Blood Supply in Brazil: A Retrospective Epidemiological Evaluation,10.4269/ajtmh.17-0843,1,Am J Trop Med Hyg,174,177,FALSE,Yes,No,Yes,No,No,Yes,No,100,2019,Benites 2019
20e93aa2aca63443778478a772fab752,4110,Zika virus,Marcio,Bastos,Estimating under-observation and the full size of the 2016 Zika epidemic in Rio de Janeiro,10.1371/journal.pone.0205001,10,PLoS One,205001,NA,FALSE,No,No,Yes,No,No,Yes,No,13,2018,Bastos 2018
9473db04f5965b3f8e52a76941b9b465,4119,Zika virus,Luisa,Barzon,Virus and Antibody Dynamics in Travelers With Acute Zika Virus Infection,10.1093/cid/cix967,8,Clinical Infectious Diseases,1173,1180,FALSE,NA,NA,Yes,No,No,Yes,Yes,66,2018,Barzon 2018
c7128e22aba4fb5faf0f3c5ff5d3ff8d,4172,Zika virus,David,Baca-Carrasco,Sex; Mosquitoes and Epidemics: An Evaluation of Zika Disease Dynamics,10.1007/s11538-016-0219-4,11,Bull Math Biol,2228,2242,FALSE,Yes,No,NA,NA,NA,Yes,Yes,78,2016,Baca-Carrasco 2016
4ba7a70af7fb93be4011182fd020b50b,4200,Zika virus,Maite,Aubry,Zika Virus Seroprevalence; French Polynesia; 2014-2015,10.3201/eid2304.161549,4,Emerg Infect Dis,669,672,FALSE,NA,NA,No,Yes,Yes,Yes,Yes,23,2017,Aubry 2017
3612e1ca90f295b2c8bf6e4247252e4d,4204,Zika virus,Maite,Aubry,Seroprevalence of arboviruses among blood donors in French Polynesia; 2011-2013,10.1016/j.ijid.2015.10.005,NA,Int J Infect Dis,11,12,FALSE,NA,NA,Yes,Yes,Yes,Yes,No,41,2015,Aubry 2015
8333fc4ca5b7a1f500c330dbfdcf5cb8,4257,Zika virus,Marco Tulio,Angulo,Robust qualitative estimation of time-varying contact rates in uncertain epidemics,10.1016/j.epidem.2018.03.001,NA,Epidemics,98,104,FALSE,No,No,NA,NA,NA,No,No,24,2018,Angulo 2018
ca4d45034725c8d34007baf39aecddab,4268,Zika virus,Juan-Manuel,Anaya,A comprehensive analysis and immunobiology of autoimmune neurological syndromes during the Zika virus outbreak in Cúcuta; Colombia,10.1016/j.jaut.2016.12.007,NA,Journal of Autoimmunity,123,138,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,77,2017,Anaya 2017
3c1d920af0a8316a79879b80e337b86e,4277,Zika virus,Marcos,Amaku,A Note on the Risk of Infections Invading Unaffected Regions,10.1155/2018/6289681,NA,Comput Math Methods Med,6289681,NA,FALSE,No,No,NA,NA,NA,Yes,No,2018,2018,Amaku 2018
8cbc7f932ca284f25848ca2a37460ebe,4308,Zika virus,Allard,Allard,Asymmetric percolation drives a double transition in sexual contact networks,10.1073/pnas.1703073114,34,Proc Natl Acad Sci U S A,8969,8973,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,114,2017,Allard 2017
792838b6aebdeac6a4aea764ec8d041d,4309,Zika virus,Antoine,Allard,"The risk of sustained sexual transmission of
Zika is underestimated",10.1371/journal.ppat.1006633,9,PLoS Pathog,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,12,2017,Allard 2017
c498fe9b0ab3e53dfe220dbd260ba26d,4324,Zika virus,Jorge A.,Alfaro-Murillo,A Cost-Effectiveness Tool for Informing Policies on Zika Virus Control,10.1371/journal.pntd.0004743,5,PLoS Negl Trop Dis,NA,NA,FALSE,No,No,Yes,No,No,Yes,Yes,10,2016,Alfaro-Murillo 2016
8d53cd9332427aef1d6b8dd9919b20ae,4328,Zika virus,F,Aldunate,Evidence of increasing diversification of Zika virus strains isolated in the American continent,10.1002/jmv.24910,12,J Med Virol,2059,2063,FALSE,No,Yes,Yes,No,No,Yes,Yes,89,2017,Aldunate 2017
a13170e27efb51baebf954896924243c,4337,Zika virus,M,Alayed,Seroprevalence of Zika virus among asymptomatic pregnant mothers and their newborns in the Najran region of southwest Saudi Arabia,10.5144/0256-4947.2018.408,6,Ann Saudi Med,408,412,FALSE,NA,NA,Yes,No,No,Yes,No,38,2018,Alayed 2018
420fb93399debcccdb2fb1294380e63f,4352,Zika virus,Marco,Ajelli,Host outdoor exposure variability affects the transmission and spread of Zika virus: Insights for epidemic control,10.1371/journal.pntd.0005851,9,PLoS Negl Trop Dis,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,11,2017,Ajelli 2017
2d83249bdf469838ffcbdef10860eb49,4365,Zika virus,F.B.,Agusto,Mathematical model of Zika virus with vertical transmission,10.1016/j.idm.2017.05.003,2,infectious disease modelling,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,2,2017,Agusto 2017
d96f750e1fbf2a05321dc5d398fee53f,4371,Zika virus,Breno S,Aguiar,Potential risks of Zika and chikungunya outbreaks in Brazil: A modeling study,10.1016/j.ijid.2018.02.007,NA,Int J Infect Dis,NA,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,2018,Aguiar 2018
762d160d6b3f0805d6d40fd3c7cb9339,4381,Zika virus,Emily H.,Adhikari,Infant outcomes among women with Zika virus infection during pregnancy: results of a large prenatal Zika screening program,10.1016/j.ajog.2017.01.018,3,Am J Obstet Gynecol,NA,NA,FALSE,Yes,NA,Yes,Yes,Yes,Yes,Yes,216,2017,Adhikari 2017
2545b2b26ee510da031fb36871874bc5,4383,Zika virus,E O,Adekolu-John,Arthropod-borne virus antibodies in sera of residents of Kainji Lake Basin Nigeria 1980,10.1016/0035-9203(83)90053-6,2,Trans R Soc Trop Med Hyg,149,151,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,77,1983,Adekolu-John 1983
92283c0991bf298e5b92dc7328b1c21b,4413,Zika virus,Fernando,Abad-Franch,Mosquito-Disseminated Insecticide for Citywide Vector Control and Its Potential to Block Arbovirus Epidemics: Entomological Observations and Modeling Results from Amazonian Brazil,10.1371/journal.pmed.1002213,NA,PLoS Med,NA,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,2017,Abad-Franch 2017
0904ff363fac8a12b3a3ee79a5d078c3,4427,Zika virus,The Singapore Zika Study Group,Singapore Zika Study Group,Outbreak of Zika virus infection in Singapore:an epidemiological entomological virological and clinical analysis,10.1016/S1473-3099(17)30249-9,NA,Lancet Infect Dis,NA,NA,FALSE,Yes,Yes,Yes,Yes,NA,Yes,Yes,17,2017,Singapore Zika Study Group 2017
3743b4e8e16bc49684d8b9c60ec85ee0,4438,Zika virus,Veronika,Boskova,The influence of phylodynamic model specifications on parameter estimates of the Zika virus epidemic,10.1093/ve/vex044,NA,vius evolution,NA,NA,FALSE,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,2018,Boskova 2018
484d4670486b778cb3534499110c16d9,4447,Zika virus,Wegene,Borena,No molecular or serological evidence of Zikavirus infection among healthy blood donors living in or travelling to regions where Aedes albopictus circulates,10.1371/journal.pone.0178175,5,PLoS One,NA,NA,FALSE,NA,NA,Yes,Yes,Yes,Yes,Yes,12,2017,Borena 2017
f09eab0eada352888fb98630cc38ff3e,4455,Zika virus,Ebenezer,Bonyah,A theoretical model for Zika virus transmission,10.1371/journal.pone.0185540,NA,plos one,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,NA,2017,Bonyah 2017
0f80a125c7e2266165271492f7c9cdba,4464,Zika virus,I.I.,Bogoch,Potential for Zika virus introduction and transmission in resource-limited countries in Africa and the Asia-Pacific region: a modelling study,10.1016/s1473-3099(16)30270-5,11,Lancet Infect Dis,1237,1245,FALSE,NA,NA,NA,NA,NA,No,No,16,2016,Bogoch 2016
9bbc7bc3866e6f7876fa2e66423fb4d4,5530,Zika virus,O.C.,Winokur,"Impact of temperature on the extrinsic incubation period of Zika virus in <i>Aedes aegypti</i>

Impact of temperature on the extrinsic incubation period of Zika virus in Aedes aegypti",10.1371/journal.pntd.0008047,3,PLOS NEGLECTED TROPICAL DISEASES,NA,NA,FALSE,Yes,Yes,Yes,No,Yes,Yes,Yes,14,2020,Winokur 2020
c02d386a290359f8c704cbc743056940,5535,Zika virus,M.S.C.,Blagrove,Potential for Zika virus transmission by mosquitoes in temperate climates,10.1098/rspb.2020.0119,1930,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,287,2020,Blagrove 2020
344d6ab094d4fcb8bd589c92c9317635,5536,Zika virus,Wei,Wang,Dynamics of a Zika virus transmission model with seasonality and periodic delays,10.1016/j.cnsns.2022.106830,NA,Communications in Nonlinear Science and Numerical Simulation,NA,NA,FALSE,Yes,No,NA,NA,NA,Yes,Yes,116,2023,Wang 2023
ed95cfcf99fd51acd22882843871f891,5537,Zika virus,M.A.,Ibrahim,Threshold Dynamics in a Model for Zika Virus Disease with Seasonality,10.1007/s11538-020-00844-6,4,BULLETIN OF MATHEMATICAL BIOLOGY,NA,NA,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,83,2021,Ibrahim 2021
b9ab3b2762a22ef228d6069871dad9cb,5538,Zika virus,Hai-Feng,Huo,Dynamics and optimal control of a Zika model with sexual and vertical transmissions,10.3934/mbe.2023361,5,Mathematical Biosciences and Engineering,8279,8304,FALSE,Yes,No,No,No,No,No,No,20,2023,Huo 2023
a29af1272a3da844eb2778926a2cd651,5540,Zika virus,B,Tang,Implication of sexual transmission of Zika on dengue and Zika outbreaks,10.3934/mbe.2019256,5,MATHEMATICAL BIOSCIENCES AND ENGINEERING,5092,5113,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,16,2019,Tang 2019
92ab87412cd5ac7647b176b4872239cf,5543,Zika virus,A.K.T.,Mendes,Congenital Zika syndrome: association between the gestational trimester of maternal infection; severity of brain computed tomography findings and microcephaly at birth,10.1590/S1678-9946202062056,NA,REVISTA DO INSTITUTO DE MEDICINA TROPICAL DE SAO PAULO,NA,NA,FALSE,Yes,Yes,Yes,Yes,No,Yes,Yes,62,2020,Mendes 2020
07c9c5a032352f185f49431f38647517,5551,Zika virus,N. P.,Lindsey,Postnatally Acquired Zika Virus Disease Among Children; United States; 2016-2017,10.1093/cid/ciz195,2,CLINICAL INFECTIOUS DISEASES,227,231,FALSE,Yes,Yes,Yes,No,No,Yes,Yes,70,2020,Lindsey 2020
1221d9306a00c3854ade293083b0cf0c,5552,Zika virus,L.P.,Wang,Threshold dynamics of a Zika model with environmental and sexual transmissions and spatial heterogeneity,10.1007/s00033-022-01812-x,4,ZEITSCHRIFT FUR ANGEWANDTE MATHEMATIK UND PHYSIK,523,526,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,73,2022,Wang 2022
b9a6c51979fb962bcf2058f2ce076e5d,5553,Zika virus,Ak,Srivastav,Spread of Zika virus disease on complex network-A mathematical study,10.1016/j.matcom.2018.09.014,NA,MATHEMATICS AND COMPUTERS IN SIMULATION,15,38,FALSE,Yes,Yes,NA,NA,NA,Yes,Yes,157,2019,Srivastav 2019
