id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,r_pathway,parameter_class,parameter_bounds,comb_uncertainty_type,comb_uncertainty
1d8f57badf8cf05b7b8a76c6498b7a56,dd2bfc9024a6a2af0aa4d6616ad1aeb2,1401,SARS-CoV,Human delay - symptom onset>death,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,FALSE,TRUE,NA,NA,NA,NA,NA,Male,Contact based,Persons under investigation,53,64,2,"Hong Kong SAR,  China",NA,22,Feb-02,2003,22,Mar-03,2002,NA,FALSE,NA,NA,FALSE,TRUE,NA,Human delay,NA,NA,NA
1d8f57badf8cf05b7b8a76c6498b7a56,e02e9ed898f725d5b532bfb797e20161,1401,SARS-CoV,Human delay - other human delay (go to section),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,35,72,10,"Hong Kong SAR,  China",NA,22,Feb-02,2003,22,Mar-03,2002,NA,FALSE,Symptom Onset/Fever,Other: treatment,FALSE,TRUE,NA,Human delay,NA,NA,NA
59bbb97ece577e4c445377f4443220a1,f2c2424b5f20325547db38a396580c05,1408,SARS-CoV,Seroprevalence - IgG,12.04,0,Percentage (%),0,33.17,Unspecified,NA,NA,10.11,14.18,95% CI,124,1030,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Age,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,NA,NA,2854,"Taiwan,  China",San-Ming district of Kaoohsiung City,NA,Aug-08,2003,NA,Dec-12,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,0 - 33.17,95% CI,10.11 - 14.18
59bbb97ece577e4c445377f4443220a1,8d6a58fa88bc26b72103b6b985dc4f48,1408,SARS-CoV,Seroprevalence - IFA,0.19,0,Percentage (%),0,0.49,Unspecified,NA,NA,0.02,0.7,95% CI,2,1030,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Age,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,NA,NA,2854,"Taiwan,  China",San-Ming district of Kaoohsiung City,NA,Aug-08,2003,NA,Dec-12,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,0 - 0.49,95% CI,0.02 - 0.7
4c59794fc568ca32e7e8012c3b95b065,7928e4db2c544f50450fdf74a5840f1e,1510,SARS-CoV,Seroprevalence - IgG,0.14,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,NA,1453,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Mixed settings,General population,NA,NA,1453,"China, Hong Kong SAR,  China","Guangdong Province, Hongkong, Macao, Peking, Guangzhou",NA,Jun-06,2003,NA,Jun-06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,NA,NA,NA
27ed2897eda9cda53009e4499808705d,6d8fa823244c3f80849b9e14b4e5f446,1510,SARS-CoV,Seroprevalence - IgG,NA,0,Percentage (%),39.8,100,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Time,FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Other,NA,NA,NA,China,Guangzhou and Peking,NA,Feb-02,2003,NA,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,39.8 - 100,NA,NA
27ed2897eda9cda53009e4499808705d,5b200ec7fbc1d2ea1e0209043571929e,1510,SARS-CoV,Seroprevalence - IFA,NA,0,Percentage (%),34.8,100,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Time,FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Other,NA,NA,NA,China,Guangzhou and Peking,NA,Feb-02,2003,NA,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,34.8 - 100,NA,NA
0308e9899cac12d34814fd63e8be3304,0327f276a4de17d7f1384845e68da481,1530,SARS-CoV,Secondary attack rate,NA,0,Percentage (%),18.5,66.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Other,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Contact based,Persons under investigation,NA,NA,77,China,Beijing,5,Feb-02,2003,4,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Other transmission parameters,18.5 - 66.7,NA,NA
0308e9899cac12d34814fd63e8be3304,4b46532ba5b8b2b7f924e5752a31662e,1530,SARS-CoV,Severity - case fatality rate (CFR),20,0,Percentage (%),18,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,Disease generation,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,77,China,Beijing,5,Feb-02,2003,4,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,18 - 23,NA,NA
81936622a2010f753ab8515c0f36ffed,62915b3eef6fd1a8dc5cad1c7df222b0,1530,SARS-CoV,Human delay - incubation period,5.7,0,Days,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,Close contact,NA,NA,NA,Unspecified,Hospital based,Persons under investigation,NA,NA,33,China,Beijing,5,Feb-02,2003,4,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,NA,NA
81936622a2010f753ab8515c0f36ffed,373e74354a0637b9d79bc8974a0c5722,1530,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Disease generation,FALSE,FALSE,Death,Age;Other,NA,Significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,NA,NA,77,China,Beijing,5,Feb-02,2003,4,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
81936622a2010f753ab8515c0f36ffed,9340d7fd7311639e8d0ad6a05b3e00a7,1530,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Superspreading,Sex,NA,Not significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,NA,NA,77,China,Beijing,5,Feb-02,2003,4,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
81936622a2010f753ab8515c0f36ffed,d010c7e0da965940103401a18e576ba7,1530,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Superspreading,Close contact,NA,Significant,Not adjusted,Unspecified,Hospital based,Persons under investigation,NA,NA,77,China,Beijing,5,Feb-02,2003,4,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
deac6ebf6d9b68bf71e9f25f3811b56e,377b97ca212d27324878ede02771b1dc,1582,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Other,NA,Significant,Adjusted,Both,Hospital based,Healthcare workers,NA,NA,254,"Hong Kong SAR,  China",Hong Kong hospitals,15,Mar-03,2003,24,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
0605f7c36fdfbe39ca3f2ddf0fcd9682,0eafd0cbc186e5143197afade2fd7f75,1641,SARS-CoV,Severity - case fatality rate (CFR),0,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,0,398,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,Persons under investigation,0,91,398,United States,United States (national surveillance),17,Mar-03,2003,30,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
ad5d36b5a031aa324f63399dad34366b,01331a1cfa6b4402e73182db8caea344,1641,SARS-CoV,Human delay - time in care (length of stay),3,0,Days,NA,NA,Median,NA,NA,1,14,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,Persons under investigation,NA,NA,90,United States,United States (national surveillance),17,Mar-03,2003,30,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,Range,1 - 14
4b90628d5b6713879309673235594524,c1747d5d258e97119b20bd46eda6b288,1672,SARS-CoV,Reproduction number (Basic R0),4.587436164,0,No units,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,Next generation matrix,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Population based,General population,NA,NA,NA,"Canada, Hong Kong SAR,  China","Toronto, Hong Kong",NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Human-human,Reproduction number,NA,NA,NA
ea050e69c6086f6b59b8e35a084a3b94,ded1df01da679a2a539e7d4d2cb59263,1778,SARS-CoV,Mutations – mutation rate,8,-6,Unspecified,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,China,Guangzhou,NA,NA,2003,NA,NA,2004,Synonymous; multiple sites comprising 91.25% of whole genome,TRUE,NA,NA,FALSE,FALSE,NA,Mutations,NA,NA,NA
2b6e32213805fa63745b8b876975c430,e20b19d9f2515eafcf29ca627948f919,1929,SARS-CoV,Reproduction number (Basic R0),2.7,0,No units,2.7,3.4,Unspecified,NA,NA,2.2,3.7,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Start outbreak,NA,Compartmental model,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Mixed settings,Mixed groups,NA,NA,1512,"Hong Kong SAR,  China",Hong Kong,3,Mar-03,2003,6,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,Human-human,Reproduction number,2.7 - 3.4,95% CI,2.2 - 3.7
2b6e32213805fa63745b8b876975c430,f6651f1e6bf6a9f1582fcad676328739,1929,SARS-CoV,"Reproduction number (Effective, Re)",NA,0,No units,0.14,1,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Time,TRUE,TRUE,NA,NA,NA,NA,NA,NA,Mixed settings,Mixed groups,NA,NA,1512,"Hong Kong SAR,  China",Hong Kong,3,Mar-03,2003,6,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Reproduction number,0.14 - 1,NA,NA
2b6e32213805fa63745b8b876975c430,6a8799aa54dd06b504a4eefa7b334e65,1929,SARS-CoV,beta - per capita contact rate per unit of time,0.062,0,Unspecified,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,Start outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Mixed settings,Mixed groups,NA,NA,1512,"Hong Kong SAR,  China",Hong Kong,3,Mar-03,2003,6,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Other transmission parameters,NA,NA,NA
b6387721e3e75bab0047d8f9f785b943,dc3aea7febd315bda6a2dae679635282,1929,SARS-CoV,Human delay - generation time,10.6,0,Days,NA,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Mixed settings,Mixed groups,NA,NA,1512,"Hong Kong SAR,  China",Hong Kong,3,Mar-03,2003,6,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,NA,NA,NA
2b6e32213805fa63745b8b876975c430,98bbaec934ac2e989120528d9959f41d,1929,SARS-CoV,Overdispersion,331,0,Max. nr. of cases superspreading (related to case),NA,NA,Other,NA,NA,295,331,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,Housing estate based,NA,NA,NA,331,"Hong Kong SAR,  China",Amoy Gardens,18,Mar-03,2003,20,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Overdispersion,NA,95% CI,295 - 331
b6387721e3e75bab0047d8f9f785b943,fccb8129f49cd5d0ed1fccdcb23fc731,1929,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Other,Hospitalisation,NA,Unspecified,Unspecified,NA,Mixed settings,Mixed groups,NA,NA,1512,"Hong Kong SAR,  China",Hong Kong,3,Mar-03,2003,6,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
9a78532c577d5881f1e9d3d3b325efc4,b3ae2925a40cc60ded33af05bd753e39,1954,SARS-CoV,Secondary attack rate,18.7,0,Percentage (%),0,100,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Occupation,FALSE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,193,Vietnam,Hanoi,26,Feb-02,2003,24,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Other transmission parameters,0 - 100,NA,NA
0e46a23354c3c84867ad84f13dbaf5f3,6af5f11dfd02abd091f257bb7328f658,1954,SARS-CoV,Severity - case fatality rate (CFR),NA,0,Percentage (%),22,50,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,Unspecified,NA,Occupation,FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,NA,Vietnam,Hanoi,26,Feb-02,2003,24,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,22 - 50,NA,NA
0e46a23354c3c84867ad84f13dbaf5f3,ddf378be8803ca4088d02602cd7a4c5b,1954,SARS-CoV,Seroprevalence - Unspecified,29,0,Percentage (%),0,100,Unspecified,NA,NA,NA,NA,NA,36,124,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Occupation,TRUE,FALSE,NA,NA,NA,NA,NA,Unspecified,Hospital based,Healthcare workers,NA,NA,124,Vietnam,Hanoi,26,Feb-02,2003,24,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,0 - 100,NA,NA
9a78532c577d5881f1e9d3d3b325efc4,1ab85e3efe7e4940794db7efded0547d,1954,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Occupation,Healthcare;Other,Not significant,Not adjusted,Unspecified,Hospital based,Healthcare workers,NA,NA,193,Vietnam,Hanoi,26,Feb-02,2003,24,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
0e46a23354c3c84867ad84f13dbaf5f3,44fe33950970bf10309a34b68f29522c,1954,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Occupation;Other,Healthcare;Other,Significant,Not adjusted,Unspecified,Hospital based,Healthcare workers,NA,NA,193,Vietnam,Hanoi,26,Feb-02,2003,24,Mar-03,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
3ceebd7c54b919486e23fd13ed2b391f,9bbd78b2fbced583ba165dc3c9d9cd93,2006,SARS-CoV,Attack rate,0.7,0,Percentage (%),NA,NA,NA,NA,NA,0.54,0.9,95% CI,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Attack rate,NA,95% CI,0.54 - 0.9
3ceebd7c54b919486e23fd13ed2b391f,e042bfd252601937c160fbaf7ea5ee06,2006,SARS-CoV,Attack rate,NA,0,Percentage (%),0.42,1.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Age,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Attack rate,0.42 - 1.68,NA,NA
3ceebd7c54b919486e23fd13ed2b391f,33e6ce08fc03eb209ef6125a3b680808,2006,SARS-CoV,Attack rate,NA,0,Percentage (%),0,10.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Level of exposure,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Attack rate,0 - 10.36,NA,NA
3ceebd7c54b919486e23fd13ed2b391f,b7a8465ef2d022dced5edc5e38b8ca80,2006,SARS-CoV,Attack rate,NA,0,Percentage (%),0.68,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Sex,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Attack rate,0.68 - 0.72,NA,NA
3ceebd7c54b919486e23fd13ed2b391f,2bada030c98ba2083bc9ec0f94e885df,2006,SARS-CoV,Attack rate,NA,0,Percentage (%),0.39,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Attack rate,0.39 - 2.45,NA,NA
3ceebd7c54b919486e23fd13ed2b391f,98f0c03b1dc3da55da1f21fe0748d6c5,2006,SARS-CoV,Attack rate,NA,0,Percentage (%),0.25,0.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Time,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Attack rate,0.25 - 0.88,NA,NA
3ceebd7c54b919486e23fd13ed2b391f,6a2b3ef19f0ce23c241a2cd5cefdbd55,2006,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Other,NA,Significant,Adjusted,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
3ceebd7c54b919486e23fd13ed2b391f,d97d6a4eefb3487db2ae564ff4914419,2006,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Infection,Age;Sex,NA,Not significant,Adjusted,Both,Population based,General population,NA,NA,8662,Canada,Greater Toronto Area,23,Feb-02,2003,2,Jul-07,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
be027512e0fb116107f16efecd30a5ad,c2fc39f48e6dde110ddae1076df70cfc,2043,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Other,Healthcare,Significant,Not adjusted,Both,Hospital based,Healthcare workers,NA,NA,624,Canada,Toronto,5,Mar-03,2003,12,Jun-06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
be027512e0fb116107f16efecd30a5ad,cfbf9f78474788b58ac80adf8f7c0e7f,2043,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Age;Cormobidity;Other;Sex,Healthcare,Not significant,Not adjusted,Both,Hospital based,Healthcare workers,NA,NA,624,Canada,Toronto,5,Mar-03,2003,12,Jun-06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
be027512e0fb116107f16efecd30a5ad,6ad3c928aa28d42f478f2cadd97f9327,2043,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,Infection,Other,Healthcare,Significant,Adjusted,Both,Hospital based,Healthcare workers,NA,NA,624,Canada,Toronto,5,Mar-03,2003,12,Jun-06,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
3aee4999edcd51053ed1923e0e1f49ad,d20d5ea98721f457aa869119f2aa5e87,2083,SARS-CoV,Seroprevalence - IgG,NA,0,Percentage (%),3,6.1,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,"Age, Occupation, Symptoms",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Mixed settings,Mixed groups,NA,NA,NA,"Hong Kong SAR,  China",NA,NA,Mar-03,2003,NA,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,3 - 6.1,NA,NA
3aee4999edcd51053ed1923e0e1f49ad,35aa20bb99c39e9d5554cd973da389b3,2083,SARS-CoV,Seroprevalence - Unspecified,0.8,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,"Age, Occupation, Symptoms",FALSE,TRUE,NA,NA,NA,NA,NA,Unspecified,Mixed settings,Mixed groups,NA,NA,NA,"Hong Kong SAR,  China",NA,NA,Mar-03,2003,NA,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Seroprevalence,NA,NA,NA
1830155f9a07d39b2d8a3efb9aa97081,94c6893c91c709afcef69378c3303f77,2089,SARS-CoV,Severity - case fatality rate (CFR),15,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,NA,"Taiwan,  China",Taipei Veterans General Hospital,26,Mar-03,2003,25,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
1830155f9a07d39b2d8a3efb9aa97081,8439c78ae3ec4e22e3e7a08622ab1868,2089,SARS-CoV,Severity - case fatality rate (CFR),47,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,Naive,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,NA,"Taiwan,  China",Taipei Veterans General Hospital,26,Mar-03,2003,25,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Severity,NA,NA,NA
11f80b05f55434729a33f8fe37aff571,2d3367a8cf6b021706887d0827bf99bc,2089,SARS-CoV,Human delay - admission to care>death,6,0,Days,1,30,Median,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,29,76,8,"Taiwan,  China",Taipei Veterans General Hospital,26,Mar-03,2003,25,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Human delay,1 - 30,NA,NA
11f80b05f55434729a33f8fe37aff571,30b5f978dfa2e8854cc28c5f39769387,2089,SARS-CoV,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Cormobidity;Other,NA,Unspecified,Unspecified,Both,Hospital based,Persons under investigation,29,76,8,"Taiwan,  China",Taipei Veterans General Hospital,26,Mar-03,2003,25,May-05,2003,NA,FALSE,NA,NA,FALSE,FALSE,NA,Risk factors,NA,NA,NA
