id,parameter_data_id,covidence_id,pathogen,parameter_type,parameter_value,exponent,parameter_unit,parameter_lower_bound,parameter_upper_bound,parameter_value_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,cfr_ifr_numerator,cfr_ifr_denominator,distribution_type,distribution_par1_value,distribution_par1_type,distribution_par1_uncertainty,distribution_par2_value,distribution_par2_type,distribution_par2_uncertainty,method_from_supplement,method_moment_value,cfr_ifr_method,method_r,method_disaggregated_by,method_disaggregated,method_disaggregated_only,riskfactor_outcome,riskfactor_name,riskfactor_occupation,riskfactor_significant,riskfactor_adjusted,population_sex,population_sample_type,population_group,population_age_min,population_age_max,population_sample_size,population_country,population_location,population_study_start_day,population_study_start_month,population_study_start_year,population_study_end_day,population_study_end_month,population_study_end_year,genome_site,genomic_sequence_available,other_delay_start,other_delay_end,inverse_param,parameter_from_figure,parameter_class,ebola_variant,other_delay,article_qa_score
29ceaffed1f46ae73a6b8662db78110f,32d5fa38242ba4e192817f1309355506,1749,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,NA,FALSE,FALSE,Other,Age;Other,NA,Significant,Unspecified,Both,Household based,Persons under investigation,NA,NA,838,Sierra Leone,Freetown,15,Dec,2014,30,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
29ceaffed1f46ae73a6b8662db78110f,f411768c8b0717c3ee38044546f7eff2,1749,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,NA,FALSE,FALSE,Infection,Close contact;Other,NA,Significant,Unspecified,Both,Household based,Persons under investigation,NA,NA,838,Sierra Leone,Freetown,15,Dec,2014,30,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,80
29ceaffed1f46ae73a6b8662db78110f,1047fdd32b109d1e7a18f481951f1187,1749,Ebola virus,Attack rate,9.9,0,Percentage (%),3.3,26.8,Unspecified,NA,NA,3.3,26.8,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,End outbreak,NA,NA,Age;Level of exposure;Other;Sex;Symptoms;Time,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Household based,Persons under investigation,NA,NA,838,Sierra Leone,Freetown,15,Dec,2014,30,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Attack rate,Unspecified,NA to NA,80
8a9e485ad2b3582cb1e2372cd2b42d81,5098a44193c96bd73646436a9b063ed7,1835,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,5.7,0,Days,5,6.2,Mean,3.6,Standard deviation (Sd),5,6.2,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Other,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,70,Guinea,Conakry,25,Mar,2014,5,Aug,2014,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,40
8a9e485ad2b3582cb1e2372cd2b42d81,0d9d3030953a9d0cb9daf9bf107e4e8a,1835,Ebola virus,Human delay - Admission to Care/Hospitalisation to Death,3.9,0,Days,NA,NA,Mean,2.9,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,70,Guinea,Conakry,25,Mar,2014,5,Aug,2014,NA,FALSE,Admission to Care/Hospitalisation,Death,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Death,40
8a9e485ad2b3582cb1e2372cd2b42d81,6b4992142cf55001de7bd2859eb647e7,1835,Ebola virus,Human delay - Admission to Care/Hospitalisation to Discharge from Care/Hospital,9.2,0,Days,NA,NA,Mean,5,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,70,Guinea,Conakry,25,Mar,2014,5,Aug,2014,NA,FALSE,Admission to Care/Hospitalisation,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Admission to Care/Hospitalisation to Discharge from Care/Hospital,40
8a9e485ad2b3582cb1e2372cd2b42d81,33e3552909b64c696991470e4f25fa62,1835,Ebola virus,Human delay - Symptom Onset/Fever to Death,8.9,0,Days,NA,NA,Mean,3.8,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,70,Guinea,Conakry,25,Mar,2014,5,Aug,2014,NA,FALSE,Symptom Onset/Fever,Death,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Death,40
8a9e485ad2b3582cb1e2372cd2b42d81,c91df64626a74fb867bf893562d71c37,1835,Ebola virus,Human delay - Symptom Onset/Fever to Discharge from Care/Hospital,15.6,0,Days,NA,NA,Mean,6.2,Standard deviation (Sd),NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,70,Guinea,Conakry,25,Mar,2014,5,Aug,2014,NA,FALSE,Symptom Onset/Fever,Discharge from Care/Hospital,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Discharge from Care/Hospital,40
8a9e485ad2b3582cb1e2372cd2b42d81,bcacd4a2bdb5500c097988e30957d521,1835,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Age;Other;Sex,NA,Not significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,70,Guinea,Conakry,25,Mar,2014,5,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,40
8a9e485ad2b3582cb1e2372cd2b42d81,931d7592b3156ded81b039d053608151,1835,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,Death,Other,NA,Significant,Not adjusted,Both,Hospital based,Persons under investigation,NA,NA,70,Guinea,Conakry,25,Mar,2014,5,Aug,2014,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,40
1fb99baea118edf3131b0de7748097fc,7086cd3610a8b3028bd6636beacccf34,1876,Ebola virus,Human delay - serial interval,11,0,Days,NA,NA,Median,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,20,Nigeria,Lagos State; Rivers State,NA,Jul,2014,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,60
1fb99baea118edf3131b0de7748097fc,46c144bb8f5fb5fe8c2560cb822b780a,1876,Ebola virus,Severity - case fatality rate (CFR),40,0,Percentage (%),22,46,Unspecified,NA,NA,22,46,Range,7,20,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Adjusted,NA,Occupation,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,20,Nigeria,Lagos State; Rivers State,NA,Jul,2014,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,60
39d93b58e66bb3a7bfe04eb91ba7893d,d1738215729df45a38378f7891f59efc,1888,Ebola virus,Human delay - time in care (length of stay),4.9,0,Days,NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Other,0,17,168,Uganda,Gulu,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,40
39d93b58e66bb3a7bfe04eb91ba7893d,c29064eb69041e65bb223905f9566063,1888,Ebola virus,Severity - case fatality rate (CFR),40,0,Percentage (%),NA,NA,NA,NA,NA,NA,NA,NA,8,20,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Adjusted,NA,Other,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Other,0,17,168,Uganda,Gulu,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,40
39d93b58e66bb3a7bfe04eb91ba7893d,03f82291c81e2aaa0e666a2be6af01ab,1888,Ebola virus,Severity - case fatality rate (CFR),28,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,18,64,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Adjusted,NA,Other,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Other,0,17,168,Uganda,Gulu,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,40
39d93b58e66bb3a7bfe04eb91ba7893d,2db712a0139ba5905dd647641802819a,1888,Ebola virus,Severity - case fatality rate (CFR),8,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,7,84,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Adjusted,NA,Other,FALSE,TRUE,NA,NA,NA,NA,NA,Both,Hospital based,Other,0,17,168,Uganda,Gulu,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,40
f7e2a0985045f3ddc57d6bbde7e87b18,11666f163b97c40daab6b6d53a5ee6bc,1889,Ebola virus,Human delay - incubation period,11,0,Days,NA,NA,Median,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Contact based,Persons under investigation,NA,NA,20,Nigeria,Lagos State; Rivers State,NA,Jul,2014,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,20
f7e2a0985045f3ddc57d6bbde7e87b18,48acd78da3ae7a6b6b9df2dac3c910aa,1889,Ebola virus,Severity - case fatality rate (CFR),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,15,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Adjusted,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,24,38,15,Congo; Dem. Rep.,Kikwit,NA,Apr,1995,NA,Jun,1995,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,20
f7e2a0985045f3ddc57d6bbde7e87b18,e409fc37c2546c3ca202e4e62d7c09f2,1889,Ebola virus,Human delay - Symptom Onset/Fever to Death,8,0,Days,NA,NA,Mean,NA,NA,4,13,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Female,Hospital based,Pregnant women,24,38,15,Congo; Dem. Rep.,Kikwit,NA,Apr,1995,NA,Jun,1995,NA,FALSE,Symptom Onset/Fever,Death,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Death,20
2ac616a6acaca34d1a1f9b206fdfea7b,898a7669739e0a2ed4f7e06584b37623,1891,Ebola virus,Severity - case fatality rate (CFR),66.2,0,Percentage (%),55.2,73.8,NA,NA,NA,58.4,74,CI95%,94,142,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,Unspecified,NA,Age;Sex,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,0,85,142,Sierra Leone,Koinadugu district,NA,Oct,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,100
2ac616a6acaca34d1a1f9b206fdfea7b,5b0eeaa226a4eb78c3f0d9087f5c2cd8,1891,Ebola virus,Human delay - incubation period,9.5,0,Days,NA,NA,Mean,4,Standard deviation (Sd),3,18,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,0,85,76,Sierra Leone,Koinadugu district,NA,Oct,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,100
2ac616a6acaca34d1a1f9b206fdfea7b,906230cb9a0b20c96f43ba53086905c2,1891,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,5.1,0,Days,NA,NA,Mean,4,Standard deviation (Sd),1,20,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,0,85,76,Sierra Leone,Koinadugu district,NA,Oct,2014,NA,Apr,2015,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,100
2ac616a6acaca34d1a1f9b206fdfea7b,7fdead8a9490647bb6f2804250c6e562,1891,Ebola virus,Human delay - Symptom Onset/Fever to Death,6.7,0,Days,NA,NA,Mean,4.1,Standard deviation (Sd),0,15,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,0,85,27,Sierra Leone,Koinadugu district,NA,Oct,2014,NA,Apr,2015,NA,FALSE,Symptom Onset/Fever,Death,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Death,100
2ac616a6acaca34d1a1f9b206fdfea7b,6027737c897df4cb33033599a7bd3c68,1891,Ebola virus,Human delay - serial interval,11.1,0,Days,NA,NA,Mean,5.2,Standard deviation (Sd),2,19,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,0,85,47,Sierra Leone,Koinadugu district,NA,Oct,2014,NA,Apr,2015,NA,FALSE,NA,NA,FALSE,FALSE,Human delay,Unspecified,NA to NA,100
2bc29ce4dc0f4ebf65800254574e771b,deda6a0f059ff424df15c2b5c36f09f6,1911,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Age,NA,Significant,NA,Both,Community based,General population,10,NA,300,Congo; Dem. Rep.,Watsa region,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,80
2bc29ce4dc0f4ebf65800254574e771b,6dd16053fd1dcb630cc6e84a14729ea5,1911,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Infection,Contact with animal;Household contact;Other,NA,Not significant,NA,Both,Community based,General population,10,NA,300,Congo; Dem. Rep.,Watsa region,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,80
2bc29ce4dc0f4ebf65800254574e771b,fcafa987d53375e307bf53fdd30dc998,1911,Ebola virus,Seroprevalence - IgG,18.7,0,Percentage (%),NA,NA,Mean,NA,NA,14.4,23.5,CI95%,56,300,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,Sex,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,10,NA,300,Congo; Dem. Rep.,Watsa region,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Zaire Ebola virus (EBOV),NA to NA,80
4e352da06ea01dfccf53bf272cf7ce8e,60e28e72f66646a390911385098ec3b0,1912,Ebola virus,Seroprevalence - IgG,11,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Unspecified,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Community based,General population,NA,NA,3415,Congo; Dem. Rep.,Sankuru district,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Zaire Ebola virus (EBOV),NA to NA,80
4e352da06ea01dfccf53bf272cf7ce8e,29dd3bf6ce786f0531c12d814e449820,1912,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Serology,Age;Occupation;Other;Sex,Healthcare;Livestock and animal herders;Unspecified,Significant,NA,Both,Community based,General population,NA,NA,3415,Congo; Dem. Rep.,Sankuru district,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,80
de119a660ebf9cafafdd826c453ac6a1,2635b5f33efe34b0f875fe254cab38b8,1923,Ebola virus,Seroprevalence - IgG,2.5,0,Percentage (%),1.6,4,Unspecified,NA,NA,1.6,4,Range,20,809,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Region,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Community based,Other,18,65,809,Congo; Rep.,Brazzaville; Pointe-Noire; Cuvette-Ouest,NA,Mar,2011,NA,Jul,2011,NA,FALSE,NA,NA,FALSE,FALSE,Seroprevalence,Zaire Ebola virus (EBOV),NA to NA,100
de119a660ebf9cafafdd826c453ac6a1,44a5e31e69770c4397cf73adee6e0c41,1923,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Serology,Contact with animal;Occupation,Livestock and animal herders,Significant,NA,Both,Community based,Other,18,65,809,Congo; Rep.,Brazzaville; Pointe-Noire; Cuvette-Ouest,NA,Mar,2011,NA,Jul,2011,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
de119a660ebf9cafafdd826c453ac6a1,81470936995b66e58435c3b91e70b43e,1923,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Serology,Age;Other;Sex,NA,Not significant,NA,Both,Community based,Other,18,65,809,Congo; Rep.,Brazzaville; Pointe-Noire; Cuvette-Ouest,NA,Mar,2011,NA,Jul,2011,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
0933a13ef82a9598602e43e1fc39b041,d8215995aeac29ba1ffaf2c7aa831e3e,2007,Ebola virus,Severity - case fatality rate (CFR),NA,0,Percentage (%),28.6,76.9,Unspecified,NA,NA,28.6,76.9,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,Age,TRUE,TRUE,NA,NA,NA,NA,NA,Unspecified,Unspecified,Persons under investigation,1,21,55,Uganda,Gulu,NA,NA,2000,NA,NA,2001,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Sudan virus (SUDV),NA to NA,100
178ce13ef965107878071e72b0015eed,0ba285cbec9eac51ea8e4d7857a806ae,2045,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Post outbreak,NA,NA,NA,FALSE,FALSE,Serology,Age,NA,Significant,NA,Both,Community based,General population,NA,NA,370,Congo; Dem. Rep.,Lokolia; Watshikengo; Bokoto; Lisafu; Efoku,3,Dec,2014,9,Jan,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
178ce13ef965107878071e72b0015eed,ad947b473b0ce1b480a421229da3c1bf,2045,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Serology,Household contact,NA,Not significant,NA,Both,Community based,General population,NA,NA,370,Congo; Dem. Rep.,Lokolia; Watshikengo; Bokoto; Lisafu; Efoku,3,Dec,2014,9,Jan,2015,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Zaire Ebola virus (EBOV),NA to NA,100
3928990eb09000d9a9c4b266eebc5995,30143a9d92c28051f27d4e853841ee3a,2065,Ebola virus,"Reproduction number (Effective, Re)",NA,0,No units,0,3.5,NA,NA,NA,0,3.5,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Compartmental model,Other;Region,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,30,Dec,2013,18,Jul,2015,NA,FALSE,NA,NA,FALSE,FALSE,Reproduction number,Unspecified,NA to NA,100
3928990eb09000d9a9c4b266eebc5995,dd698da0c1c45969b50ac18af235cdae,2065,Ebola virus,Overdispersion,NA,0,NA,0.72,2.34,NA,NA,NA,0.72,2.34,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,Renewal equations / Branching process,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,30,Dec,2013,8,Jul,2015,NA,FALSE,NA,NA,FALSE,FALSE,Overdispersion,Unspecified,NA to NA,100
3928990eb09000d9a9c4b266eebc5995,2e5d9aab39573c30a57c575fc8a7b307,2065,Ebola virus,Overdispersion,NA,0,NA,0.62,4.17,NA,NA,NA,0.62,4.17,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,TRUE,NA,NA,Renewal equations / Branching process,Region,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,30,Dec,2013,8,Jul,2015,NA,FALSE,NA,NA,FALSE,FALSE,Overdispersion,Unspecified,NA to NA,100
3928990eb09000d9a9c4b266eebc5995,0a7f5662d8a2f5e7665bd76194426488,2065,Ebola virus,Severity - case fatality rate (CFR),NA,0,Percentage (%),19,66,NA,NA,NA,19,66,Range,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,Region,TRUE,TRUE,NA,NA,NA,NA,NA,Both,Population based,General population,NA,NA,NA,Guinea;Liberia;Sierra Leone,NA,30,Dec,2013,8,Jul,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,100
66bf6afc92aaa128807ecc473faaf24d,492cabfc708eef645914615ca4460e41,2124,Ebola virus,Human delay - Symptom Onset/Fever to Admission to Care/Hospitalisation,4,0,Days,NA,NA,Median,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,General population,0,71,310,Congo; Dem. Rep.,NA,NA,NA,1995,NA,NA,1995,NA,FALSE,Symptom Onset/Fever,Admission to Care/Hospitalisation,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Admission to Care/Hospitalisation,25
66bf6afc92aaa128807ecc473faaf24d,dc3ca6eecc0957db7d84aca707a02d4b,2124,Ebola virus,Severity - case fatality rate (CFR),80.7,0,Percentage (%),NA,NA,Unspecified,NA,NA,NA,NA,NA,250,310,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,General population,0,71,310,Congo; Dem. Rep.,NA,NA,NA,1995,NA,NA,1995,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,25
66bf6afc92aaa128807ecc473faaf24d,00930afac18d08f3abf0fd3a871f81ca,2124,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Death,Age;Occupation;Other,Healthcare,Significant,NA,Both,Hospital based,General population,0,71,310,Congo; Dem. Rep.,NA,NA,NA,1995,NA,NA,1995,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,25
66bf6afc92aaa128807ecc473faaf24d,947f2b4b060e5d8bee09ef88a6599319,2124,Ebola virus,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,NA,NA,NA,NA,FALSE,FALSE,Death,Age,NA,Not significant,NA,Both,Hospital based,General population,0,71,310,Congo; Dem. Rep.,NA,NA,NA,1995,NA,NA,1995,NA,FALSE,NA,NA,FALSE,FALSE,Risk factors,Unspecified,NA to NA,25
4f3b492df67cbc164915189b2e2e2a92,81714b1461c681f473ab0f29a3d31520,2150,Ebola virus,Severity - case fatality rate (CFR),46,0,Percentage (%),NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Age,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,46,Sierra Leone,Port Loko,12,Dec,2014,14,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,60
4f3b492df67cbc164915189b2e2e2a92,6b18ebc738dfebfea8bd9ef6607fcc54,2150,Ebola virus,Severity - case fatality rate (CFR),67,0,NA,NA,NA,Mean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,Age,TRUE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,78,Sierra Leone,Port Loko,12,Dec,2014,14,Mar,2015,NA,FALSE,NA,NA,FALSE,FALSE,Severity,Unspecified,NA to NA,60
4f3b492df67cbc164915189b2e2e2a92,23418701dd348cefe54e5fb3d49d8120,2150,Ebola virus,Human delay - Symptom Onset/Fever to Test,4,0,Days,NA,NA,Median,NA,NA,2,5,Inter Quartile Range (IQR),NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,Mid outbreak,NA,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,Both,Hospital based,Persons under investigation,NA,NA,48,Sierra Leone,Port Loko,12,Dec,2014,14,Mar,2015,NA,FALSE,Symptom Onset/Fever,Test,FALSE,FALSE,Human delay,Unspecified,Symptom Onset/Fever to Test,60
