Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Spatial quantification of the world population potentially exposed to Zika virus,"Alaniz, A. J.; Bacigalupo, A.; Cattan, P. E.","Background: Zika virus is an emerging Flaviviridae virus, which has spread rapidly in the last few years. It has raised concern because it has been associated with fetus microcephaly when pregnant women are infected. The main vector is the mosquito Aedes aegypti , distributed in tropical areas. Methods: Niche modelling techniques were used to estimate the potential distribution area of A. aegypti. This was overlapped with human population density, determining areas of potential transmission risk worldwide. Afterwards, we quantified the population at risk according to risk level. Results: The vector transmission risk is distributed mainly in Asia and Oceania on the shores of the Indian Ocean. In America, the risk concentrates in the Atlantic coast of South America and in the Caribbean Sea shores in Central and North America. In Africa, the major risk is concentrated in the Pacific and Atlantic coasts of Central and South Africa. The world population under high and very high risk levels includes 2.261 billion people. Conclusions: These results illustrate Zika virus risk at the global level and provide maps to target the prevention and control measures especially in areas with higher risk, in countries with less sanitation and poorer resources. Many countries without previous vector reports could become active transmission zones in the future, so vector surveillance should be implemented or reinforced in these areas.",2017,Jun-01,Int J Epidemiol,46,3,966-975,28338754,10.1093/ije/dyw366,,#4340,Alaniz 2017,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractor (2025-03-21 01:48:56)(Included): not in the scope of our analysis; ,
"Spread of the Invasive Mosquitoes Aedes aegypti and Aedes albopictus in the Black Sea Region Increases Risk of Chikungunya, Dengue, and Zika Outbreaks in Europe","Akiner, M. M.; Demirci, B.; Babuadze, G.; Robert, V.; Schaffner, F.",,2016,Apr,PLoS Negl Trop Dis,10,4,e0004664,27115737,10.1371/journal.pntd.0004664,,#4350,Akiner 2016,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,
Zika Virus: A Review of Literature,"Agumadu, V. C.; Ramphul, K.","Zika virus (ZIKV) is an arthropod-borne virus that was first isolated in 1947. Since then, multiple outbreaks of ZIKV have been reported in different countries. It is transmitted mostly by Aedes mosquitoes, and the symptoms of fever, joint pain, red eyes, headache, and maculopapular rash closely resemble chikungunya and dengue. The most severe complications of ZIKV infection include the risk of microcephaly and other congenital brain anomalies in infected pregnant women. It is a condition that can be easily prevented with proper education. In this review, we focussed on different aspects of the recent outbreaks of Zika virus disease, including its epidemiological background, transmission routes, presentation, as well as diagnosis and prevention.",2018,Jul-22,Cureus,10,7,e3025,30254814,10.7759/cureus.3025,,#4366,Agumadu 2018,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-09-12 00:32:20)(Select): review; ,
Phylogenetic analysis of the NS5 gene of Zika virus,"Adiga, R.","ZIKV infection has become a global threat spreading across 31 countries in Central America, South America, and the Caribbean. However, little information is available about the molecular epidemiology of ZIKV. Shared mutation of a threonine residue to alanine at the same position in the C terminal of NS5 sequences was observed in sequences from Colombia, Mexico, Panama, and Martinique. The sequences in the phylogenetic tree fell within the same cluster. Based on shared mutation the presence of a Latin American genotype was proposed. Comparison of African and Asian lineages yielded R29N, N273S, H383Q, and P391S mutation. The study highlights that mutation of amino acids at NS5 may contribute to neutropism of ZIKV. J. Med. Virol. 88:1821-1826, 2016. (c) 2016 Wiley Periodicals, Inc.",2016,Oct,J Med Virol,88,10,1821-6,27335310,10.1002/jmv.24615,,#4378,Adiga 2016,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,Phylogenetic studies
"Estimating the numbers of pregnant women infected with Zika virus and infants with congenital microcephaly in Colombia, 2015-2017","Adamski, A.; Bertolli, J.; Castaneda-Orjuela, C.; Devine, O. J.; Johansson, M. A.; Duarte, M. A. G.; Farr, S. L.; Tinker, S. C.; Reyes, M. M. M.; Tong, V. T.; Garcia, O. E. P.; Valencia, D.; Ortiz, D. A. C.; Honein, M. A.; Jamieson, D. J.; Martinez, M. L. O.; Gilboa, S. M.","BACKGROUND: Colombia experienced a Zika virus (ZIKV) outbreak in 2015-2016. To assist with planning for medical and supportive services for infants affected by prenatal ZIKV infection, we used a model to estimate the number of pregnant women infected with ZIKV and the number of infants with congenital microcephaly from August 2015 to August 2017. METHODS: We used nationally reported cases of symptomatic ZIKV disease among pregnant women and information from the literature on the percent of asymptomatic infections to estimate the number of pregnant women with ZIKV infection occurring August 2015-December 2016. We then estimated the number of infants with congenital microcephaly expected to occur August 2015-August 2017. To compare to the observed counts of infants with congenital microcephaly due to all causes reported through the national birth defects surveillance system, the model was time limited to produce estimates for February-November 2016. FINDINGS: We estimated 1140-2160 (interquartile range [IQR]) infants with congenital microcephaly in Colombia, during August 2015-August 2017, whereas 340-540 infants with congenital microcephaly would be expected in the absence of ZIKV. Based on the time limited version of the model, for February-November 2016, we estimated 650-1410 infants with congenital microcephaly in Colombia. The 95% uncertainty interval for the latter estimate encompasses the 476 infants with congenital microcephaly reported during that approximate time frame based on national birth defects surveillance. INTERPRETATION: Based on modeled estimates, ZIKV infection during pregnancy in Colombia could lead to 3-4 times as many infants with congenital microcephaly in 2015-2017 as would have been expected in the absence of the ZIKV outbreak. FUNDING: This publication was made possible through support provided by the Bureau for Global Health, U.S. Agency for International Development under the terms of an Interagency Agreement with Centers for Disease Control and Prevention.",2018,Jun,J Infect,76,6,529-535,29627357,10.1016/j.jinf.2018.02.010,,#4386,Adamski 2018,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractorá (2019-08-29 21:54:07)(Select): Transmission not the main focus; ,Burden
"Update: Ongoing Zika Virus Transmission - Puerto Rico, November 1, 2015-July 7, 2016","Adams, L.; Bello-Pagan, M.; Lozier, M.; Ryff, K. R.; Espinet, C.; Torres, J.; Perez-Padilla, J.; Febo, M. F.; Dirlikov, E.; Martinez, A.; Munoz-Jordan, J.; Garcia, M.; Segarra, M. O.; Malave, G.; Rivera, A.; Shapiro-Mendoza, C.; Rosinger, A.; Kuehnert, M. J.; Chung, K. W.; Pate, L. L.; Harris, A.; Hemme, R. R.; Lenhart, A.; Aquino, G.; Zaki, S.; Read, J. S.; Waterman, S. H.; Alvarado, L. I.; Alvarado-Ramy, F.; Valencia-Prado, M.; Thomas, D.; Sharp, T. M.; Rivera-Garcia, B.","Zika virus is a flavivirus transmitted primarily by Aedes aegypti and Aedes albopictus mosquitoes, and infection can be asymptomatic or result in an acute febrile illness with rash (1). Zika virus infection during pregnancy is a cause of microcephaly and other severe birth defects (2). Infection has also been associated with Guillain-Barre syndrome (GBS) (3) and severe thrombocytopenia (4,5). In December 2015, the Puerto Rico Department of Health (PRDH) reported the first locally acquired case of Zika virus infection. This report provides an update to the epidemiology of and public health response to ongoing Zika virus transmission in Puerto Rico (6,7). A confirmed case of Zika virus infection is defined as a positive result for Zika virus testing by reverse transcription-polymerase chain reaction (RT-PCR) for Zika virus in a blood or urine specimen. A presumptive case is defined as a positive result by Zika virus immunoglobulin M (IgM) enzyme-linked immunosorbent assay (MAC-ELISA)* and a negative result by dengue virus IgM ELISA, or a positive test result by Zika IgM MAC-ELISA in a pregnant woman. An unspecified flavivirus case is defined as positive or equivocal results for both Zika and dengue virus by IgM ELISA. During November 1, 2015-July 7, 2016, a total of 23,487 persons were evaluated by PRDH and CDC Dengue Branch for Zika virus infection, including asymptomatic pregnant women and persons with signs or symptoms consistent with Zika virus disease or suspected GBS; 5,582 (24%) confirmed and presumptive Zika virus cases were identified. Persons with Zika virus infection were residents of 77 (99%) of Puerto Rico's 78 municipalities. During 2016, the percentage of positive Zika virus infection cases among symptomatic males and nonpregnant females who were tested increased from 14% in February to 64% in June. Among 9,343 pregnant women tested, 672 had confirmed or presumptive Zika virus infection, including 441 (66%) symptomatic women and 231 (34%) asymptomatic women. One patient died after developing severe thrombocytopenia (4). Evidence of Zika virus infection or recent unspecified flavivirus infection was detected in 21 patients with confirmed GBS. The widespread outbreak and accelerating increase in the number of cases in Puerto Rico warrants intensified vector control and personal protective behaviors to prevent new infections, particularly among pregnant women.",2016,Aug-05,MMWR Morb Mortal Wkly Rep,65,30,774-9,27490087,10.15585/mmwr.mm6530e1,,#4390,Adams 2016,Exclusion reason: not peer reviewed paper; Extractor (2024-09-16 17:32:15)(Select): outbreak; ,
An updated review of Zika virus,"Abushouk, A. I.; Negida, A.; Ahmed, H.","The current outbreak of Zika virus (ZIKV) in South America is one of the most serious public health emergencies since the Ebola outbreak of West Africa [2014]. ZIKV belongs to the flaviviridae family and has two lineages (Asian and African). The virus was first discovered in Uganda [1947] and the first human infection was identified in Nigeria [1952]. The current epidemic is the third of its type after that of Yap Island, Micronesia [2007] and French Polynesia [2013]. Phylogenetic studies revealed that the current strain shares about 99.7% of nucleotides and 99.9% of amino acids with the strain of French Polynesia epidemic [2013], suggesting that it has spread across the Pacific Ocean to invade South America. Aedes Aegypti mosquito is the main vector for ZIKV and there are some reports describing possible sexual and maternal to fetal transmission. ZIKV infection is known to be self-limited. However, recent reports suggested that it can be associated with neurological manifestations as Guillan-Barre Syndrome and microcephaly in the newborn population. Currently, vector control seems to be the most effective available preventive measure against ZIKV spread. The development of broad spectrum antivirals and ZIKV vaccines should be a priority of future research.",2016,Nov,J Clin Virol,84,,53-58,27721110,10.1016/j.jcv.2016.09.012,,#4398,Abushouk 2016,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-09-12 00:47:46)(Select): review; ,
"Serological evidence of dengue fever among refugees, Hargeysa, Somalia","Botros, B. A.; Watts, D. M.; Soliman, A. K.; Salib, A. W.; Moussa, M. I.; Mursal, H.; Douglas, C.; Farah, M.","Epidemics of a malaria-like illness affected several thousand residents of the Dam Camp, a refugee camp near Hargeysa in Somalia, during 1985, 1986, and 1987. The disease was characterized by fever, chills, sweats, headache, back and joint pains for as long as 10 days in some patients. Blood smears from acutely ill patients were negative for malaria. Of 28 acute and 10 convalescent sera tested by the indirect fluorescent antibody (IFA) and by the hemagglutination inhibition (HI) tests, all were negative for antibody to Rift Valley fever, Crimean-Congo hemorrhagic fever, Sindbis, Chikungunya, yellow fever, and Zika viruses. However, antibody reactive to dengue 2 virus was detected by the IFA test in 39% (15/38), and 11 of 29 (38%) of the same sera were antibody positive by the HI test. Also, IgG antibody reactive to dengue 2 was demonstrated in 60% (17/28) of the same sera by the enzyme immunoassay (EIA), and 14% (4/28) were positive for IgM antibody. Of ten patients for which acute and convalescent sera were available, two developed four fold or greater rises in antibody titer evidencing infection. These data suggested that dengue virus may have been the cause of the epidemic among the Dam Camp refugees.",1989,Oct,J Med Virol,29,2,79-81,2600591,,,#4437,Botros 1989,Exclusion reason: wrong pathogen or pathogen epidemiology or transmission not main focus; ,
Surveillance report of Zika virus among Canadian travellers returning from the Americas,"Boggild, A. K.; Geduld, J.; Libman, M.; Yansouni, C. P.; McCarthy, A. E.; Hajek, J.; Ghesquiere, W.; Mirzanejad, Y.; Vincelette, J.; Kuhn, S.; Plourde, P. J.; Chakrabarti, S.; Freedman, D. O.; Kain, K. C.","BACKGROUND: Widespread transmission of Zika virus in the Americas has occurred since late 2015. We examined demographic and travel-related characteristics of returned Canadian travellers with Zika infection acquired in the Americas to illuminate risk factors for acquisition and the clinical spectrum. METHODS: We analyzed demographic and travel-related data for returned Canadian travellers who presented to a CanTravNet site between October 2015 and September 2016 for care of Zika virus acquired in the Americas. Data were collected with use of the GeoSentinel Surveillance Network data platform. RESULTS: During the study period, 1118 travellers presented to a CanTravNet site after returning from the Americas, 41 (3.7%) of whom had Zika infection. Zika infection from the Americas was diagnosed at CanTravNet sites as often as dengue (n = 41) over the study period. In the first half of the study period, Zika virus burden was borne by people visiting friends and relatives in South America. In the latter half, coincident with the increased spread of Zika throughout the Caribbean and Central America, Zika virus occurred more often in tourists in the Caribbean. Forty (98%) of the travellers with Zika infection acquired it through probable mosquito exposure, and 1 had confirmed sexual acquisition. Congenital transmission occurred in 2 of 3 pregnancies. Two (5%) of those with Zika had symptoms resembling those of Guillain-Barre syndrome, 1 of whom also had Zika viral meningitis. INTERPRETATION: Even in this small cohort, we observed the full clinical spectrum of acute Zika virus, including adverse fetal and neurologic outcomes. Our observations suggest that complications from Zika infection are underestimated by data arising exclusively from populations where Zika is endemic. Travellers should adhere to mosquito-avoidance measures and barrier protection during sexual activity.",2017,Mar-06,Cmaj,189,9,E334-e340,28280063,10.1503/cmaj.161241,,#4466,Boggild 2017,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractor (2019-03-19 02:17:34)(Screen): risk factors; ,
"The global threat of Zika virus to pregnancy: epidemiology, clinical perspectives, mechanisms, and impact","Boeuf, P.; Drummer, H. E.; Richards, J. S.; Scoullar, M. J.; Beeson, J. G.","Zika virus (ZIKV) is a mosquito-borne flavivirus that has newly emerged as a significant global threat, especially to pregnancy. Recent major outbreaks in the Pacific and in Central and South America have been associated with an increased incidence of microcephaly and other abnormalities of the central nervous system in neonates. The causal link between ZIKV infection during pregnancy and microcephaly is now strongly supported. Over 2 billion people live in regions conducive to ZIKV transmission, with ~4 million infections in the Americas predicted for 2016. Given the scale of the current pandemic and the serious and long-term consequences of infection during pregnancy, the impact of ZIKV on health services and affected communities could be enormous. This further highlights the need for a rapid global public health and research response to ZIKV to limit and prevent its impact through the development of therapeutics, vaccines, and improved diagnostics. Here we review the epidemiology of ZIKV; the threat to pregnancy; the clinical consequences and broader impact of ZIKV infections; and the virus biology underpinning new interventions, diagnostics, and insights into the mechanisms of disease.",2016,Aug-03,BMC Med,14,1,112,27487767,10.1186/s12916-016-0660-0,,#4467,Boeuf 2016,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-09-12 01:07:33)(Select): review; ,
Neurological manifestations of Zika virus infection,"Blazquez, A. B.; Saiz, J. C.","Zika virus (ZIKV) is a flavivirus (Flaviviridae family) transmitted mainly by Aedes mosquitoes. The virus was restricted to the African continent until its spread to south-east Asia in the 1980's, the Micronesia in 2007, the French Polynesia in 2013 and, more recently in the Americas in 2015, where, up to date, the World Health Organization (WHO) has estimated about 3-4 million total cases of ZIKV infection. During outbreaks in the French Polynesia and Brazil in 2013 and 2015, respectively, national health authorities reported potential neurological complications of ZIKV disease, chiefly an upsurge in Guillain-Barre syndrome, which coincided with ZIKV outbreaks. On the other hand, the emergence of ZIKV in Brazil has been associated with a striking increase in the number of reported cases of microcephaly in fetus and newborns, twenty times higher than in that reported in previous years. While investigations are currently assessing whether there is an actual association between neurological complications and ZIKV infections, the evidence was enough worrisome for WHO to declare a public health emergency of international concern. Here we present an updated review addressing what is currently known about the possible association between ZIKV infection and the development of severe neurological disorders.",2016,Nov-12,World J Virol,5,4,135-143,27878100,10.5501/wjv.v5.i4.135,,#4482,Blazquez 2016,Exclusion reason: reports metrics from other papers (not original estimates or primary data); ,Burden; Review
"Spatio-temporal coherence of dengue, chikungunya and Zika outbreaks in Merida, Mexico","Bisanzio, D.; Dzul-Manzanilla, F.; Gomez-Dantes, H.; Pavia-Ruz, N.; Hladish, T. J.; Lenhart, A.; Palacio-Vargas, J.; Gonzalez Roldan, J. F.; Correa-Morales, F.; Sanchez-Tejeda, G.; Kuri Morales, P.; Manrique-Saide, P.; Longini, I. M.; Halloran, M. E.; Vazquez-Prokopec, G. M.","Response to Zika virus (ZIKV) invasion in Brazil lagged a year from its estimated February 2014 introduction, and was triggered by the occurrence of severe congenital malformations. Dengue (DENV) and chikungunya (CHIKV) invasions tend to show similar response lags. We analyzed geo-coded symptomatic case reports from the city of Merida, Mexico, with the goal of assessing the utility of historical DENV data to infer CHIKV and ZIKV introduction and propagation. About 42% of the 40,028 DENV cases reported during 2008-2015 clustered in 27% of the city, and these clustering areas were where the first CHIKV and ZIKV cases were reported in 2015 and 2016, respectively. Furthermore, the three viruses had significant agreement in their spatio-temporal distribution (Kendall W>0.63; p<0.01). Longitudinal DENV data generated patterns indicative of the resulting introduction and transmission patterns of CHIKV and ZIKV, leading to important insights for the surveillance and targeted control to emerging Aedes-borne viruses.",2018,Mar,PLoS Negl Trop Dis,12,3,e0006298,29543910,10.1371/journal.pntd.0006298,,#4488,Bisanzio 2018,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; ,
Zika Virus Outbreaks: a Narrative Review,"Seshadri, H; Jindal, H; Madan, H; Verma, A; Khan, E; Deb, N; Walecha, A; Suresh, V","Purpose of Review This review aims to comprehensively analyse recent Zika outbreaks and their implications on public health. It discusses the evolving dynamics of the Zika virus transmission, factors contributing to outbreaks, health consequences, clinical manifestations, diagnosis, treatment, and challenges in controlling its spread. The goal is to provide a multidisciplinary understanding of Zika virus and guide public health strategies for effective outbreak prevention and management.Recent Findings Recent findings reveal sporadic Zika cases with mild symptomatology. Major outbreaks occurred in the Yap Islands (2007), French Polynesia (2013-2014), and the Americas (2015-2016) with increased microcephaly cases. Recent research focuses on vaccine development, antiviral drugs, and point-of-care diagnostics. However, knowledge gaps remain in transmission dynamics, immune response, and long-term outcomes of Zika virus infection.Summary Zika virus, which has sporadically prevailed in regions of Africa and Asia and causes mild febrile illness to asymptomatic cases, has expanded, leading to major outbreaks. Recent outbreaks include Yap Islands (2007), the first to occur outside Asia and Africa. In 2013, the Oceania outbreak showed neurological manifestations for the first time. The Americas outbreak (2015-2016) is considered the largest Zika epidemic with a spike in microcephaly cases, resulting in WHO declaring Zika-associated microcephaly a public health emergency of international concern. The burden of control of outbreaks falls primarily on public health interventions due to no effective vaccine or antivirals currently available, leaving major research lacunae.",2023,,CURRENT TROPICAL MEDICINE REPORTS,10,4,332-343,WOS:001106013400001,10.1007/s40475-023-00307-7,,#5544,Seshadri 2023,Exclusion reason: reports metrics from other papers (not original estimates or primary data); ,Review
Zika virus: A possible emerging threat for Bangladesh!,"Hossain, MG; Nazir, KHMNH; Saha, S; Rahman, MT","Zika virus, a member of Flaviviridae is the etiology of Zika or Zika fever or Zika virus (ZIKV) disease characterized by mild symptoms similar to very mild form of Dengue or Chikungunya. The virus transmits through Aedes mosquitoes, particularly by Aedes aegypti. The most dangerous effect of ZIKV infection is the ability of the virus to cause microcephaly and congenital malformation to the newborn baby if the mother is infected. The neurological disorders including Guillain-Barre syndrome might be associated with adults and children due to ZIKV infections. Zika has emerged as a serious global public health problem as it has been found in 87 countries, particularly in Africa, America, and Asia and has no vaccine and treatment so far. Bangladesh is at a high risk of ZIKV infection and we consider ZIKV as a possible emerging threat for Bangladesh. This short review summarizes the insights of ZIKV infection, present status of the disease in Bangladesh and its neighboring countries, and recommendations for necessary preparations and strategies to be taken for effective controlling of the ZIKV infection in Bangladesh before getting any havoc.",2019,,JOURNAL OF ADVANCED VETERINARY AND ANIMAL RESEARCH,6,4,575-582,WOS:000501021600022,10.5455/javar.2019.f385,,#5557,Hossain 2019,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-03-09 07:01:28)(Screen): review; ,Review
Zika: An Unfolding Story,"Shreve, M; Jarrett, A; Scott, AL; McNeill, C","In our previous article on Zika, we established that it is a member of the Flaviviridae virus family. In this article, we discuss updated information regarding transmission and complications of Zika. In addition to contracting Zika virus from an infected mosquito, it has been transmitted between mother and fetus/infant and between sexual partners. Zika has been associated with Guillain-Barre syndrome, although the causal link has yet to be established. Microcephaly is a primary concern for fetuses of pregnant women infected with Zika virus. The most effective prevention strategy is to avoid mosquito bites in high-risk Zika areas. (C) 2018 Elsevier Inc. All rights reserved.",2019,,JNP-JOURNAL FOR NURSE PRACTITIONERS,15,6,410-+,WOS:000471214000017,10.1016/j.nurpra.2018.11.010,,#5562,Shreve 2019,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractor (2024-03-09 07:01:53)(Screen): seems like it might be a review but unclear; ,Review
Spatiotemporal patterns of dengue and Zika incidence during the 2015-2018 outbreak of Zika in Mexico,"Cortes-Escamilla, A; Roche, B; Rodríguez-López, MH; Gatell-Ramírez, HL; Alpuche-Aranda, CM","Objective. Evaluate spatially and temporally simultaneous presence of clusters of dengue and Zika clinical cases and their relationship with expected dengue transmission risk. Materials and methods. A classification of dengue risk transmission was carried out for whole country, and spatial autocorrelation analyses to identify clusters of confirmed clinical cases of dengue and Zika from 2015 to 2018 was conducted using Moran's Index statistics. Results. Clusters of both diseases were identified in dengue-high risk municipalities at the beginning of the outbreak, but, at the end of the outbreak, Zika clusters occurred in dengue low-risk municipalities. Conclusion. This study identified Zika clusters in low-risk dengue areas suggesting participation of several factors that favor virus introduction and dissemination, such as differences in entomological and control interventions,and the possibility of cross-immunity in the population.",2022,,SALUD PUBLICA DE MEXICO,64,5,478-487,WOS:000894131000013,10.21149/13584,,#5565,Cortes-Escamilla 2022,Exclusion reason: no report of parameters (including seroprevalence and other measures of interest) or transmission models or historical outbreaks; Extractor (2024-08-21 18:04:52)(Select): risk factors?; ,
Disease Transmission and Diagnosis of Zika Virus,"Bhandari, V; Taksande, AB; Sapkale, B","An arbovirus belonging to the Flaviviridae family and the Flavivirus genus, the Zika virus (ZIKV), has profoundly transformed global health perception. Historically, ZIKV infections were considered infrequent, with generally mild manifestations. However, this perception changed dramatically when the virus quickly spread from Asia to the Americas, impacting many nations. It was alarming that there was a connection between ZIKV infection in pregnant women and the beginning of microcephaly in their offspring. ZIKV control and treatment are further complicated because Aedes mosquitoes, which primarily bite during the day, are the primary vectors of the virus. ZIKV diagnostic processes are complex since the virus shares symptoms with other illnesses like dengue and chikungunya. Despite the effectiveness of current diagnostic methods like real-time reverse transcription-polymerase chain reaction (RT-PCR) and enzyme-linked immunosorbent assay (ELISA), there is a clear need for more accurate antibody tests. This is especially true given that many people undergo testing while asymptomatic or after the ideal detection window. The capacity of ZIKV to infect human-derived neural progenitor cells raises worrying possibilities for severe neurological effects. With all these characteristics and their connection to birth abnormalities, research efforts into the virus's efficient treatment and prevention have increased. Overall, the emergence of ZIKV has demonstrated the necessity of a comprehensive and team-based strategy to address its myriad problems. This entails comprehending its transmission dynamics, enhancing diagnostic accuracy, and creating efficient therapies and preventive measures, all crucial to lessening the threat that ZIKV poses to the world's health.",2023,,CUREUS JOURNAL OF MEDICAL SCIENCE,15,11,,WOS:001110704400020,10.7759/cureus.49263,,#5570,Bhandari 2023,Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-03-23 03:26:51)(Screen): review; ,
Zika Virus and the Rio Olympic Games,"Hamilton, B; Exeter, D; Beable, S; Coleman, L; Milne, C","Objective: To evaluate the impact of Zika virus on preparation and management of the New Zealand (NZ) Olympic team. Design: Descriptive manuscript. Setting: New Zealand Olympic Health team preparation and management during the Rio de Janeiro Olympic Games, 2016. Patients (or Participants): New Zealand Olympic Team members. Interventions (or Assessment of Risk Factors): This manuscript describes the approaches used by the NZ Olympic Health team to the minimization of risk from Zika virus. Main Outcome Measures: Although descriptive of approach forms most of the article, the results of Zika virus serology are presented. Results: The NZ Olympic Health team took a proactive approach to risk mitigation, including extensive education, clothing changes, mosquito spray, mosquito nets, and voluntary postexposure testing. No positive serology was observed in those tested. Conclusions: The outbreak of Zika virus in Brazil, the associated complication of microcephaly, and the evolving understanding of virus transmission created significant uncertainty for NZ Olympic team members. The proactive approach taken by the health team to the mitigation of risk, combined with the anticipated low risk of arbovirus transmission over the period of the games, resulted in enhanced confidence from team members and no reports of positive serology.",2019,,CLINICAL JOURNAL OF SPORT MEDICINE,29,6,523-526,WOS:000509694100022,10.1097/JSM.0000000000000551,,#5577,Hamilton 2019,"Exclusion reason: Wrong study type (comment, letter, etc); Extractor (2024-08-21 23:41:48)(Select): seroprevalence; ",
Zika Virus and the Risk of Developing Microcephaly in Infants: A Systematic Review,"Antoniou, E; Orovou, E; Sarella, A; Iliadou, M; Rigas, N; Palaska, E; Iatrakis, G; Dagla, M","The global epidemic of Zika virus has been a major public health problem affecting pregnant women and their infants. Zika virus causes a viral disease transmitted to humans mainly by the infected Aedes mosquito bite. The infection is not severe in most cases; however, there is evidence that infection during pregnancy may be associated with fetal genetic abnormalities (including microcephaly). In addition to microcephaly and other malformations, some specific lesions in the central nervous system have been reported. The aim of this systematic review was to determine the risk of developing microcephaly in infants whose mothers were infected with Zika virus in pregnancy. Epidemiological studies and case reports were incorporated in our review, finally including 15 articles from an initial pool of 355 related papers. Most studies have linked maternal infection during pregnancy to the development of neonatal microcephaly. The period considered most dangerous is the first trimester and the beginning or the whole of the second trimester. In order to understand the relationship between Zika virus and microcephaly in infants, a cohort study will be able to estimate the time from the onset of Zika infection and the full spectrum of adverse pregnancy outcomes.",2020,,INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH,17,11,,WOS:000542629600059,10.3390/ijerph17113806,,#5610,Antoniou 2020,"Exclusion reason: reports metrics from other papers (not original estimates or primary data); Extractor (2024-06-18 02:23:50)(Select): review: 15 articles included
; Extractor (2024-03-21 03:24:27)(Screen): review!; ",
"Identifying hidden Zika hotspots in Pernambuco, Brazil: a spatial analysis","Freitas, LP; Lowe, R; Koepp, AE; Alves, SV; Dondero, M; Marteleto, LJ","Background Northeast Brazil has the world's highest rate of Zika-related microcephaly. However, Zika case counts cannot accurately describe burden because mandatory reporting was only established when the epidemic was declining in the region. Methods To advance the study of the Zika epidemic, we identified hotspots of Zika in Pernambuco state, Northeast Brazil, using Aedes-borne diseases (dengue, chikungunya and Zika) and microcephaly data. We used Kulldorff's Poisson purely spatial scan statistic to detect low- and high-risk clusters for Aedes-borne diseases (2014-2017) and for microcephaly (2015-2017), separately. Municipalities were classified according to a proposed gradient of Zika burden during the epidemic, based on the combination of cluster status in each analysis and considering the strength of the evidence. Results We identified 26 Aedes-borne diseases clusters (11 high-risk) and 5 microcephaly clusters (3 high-risk) in Pernambuco. According to the proposed Zika burden gradient, our results indicate that the northeast of Pernambuco and the Sertao region were hit hardest by the Zika epidemic. The first is the most populous area of Pernambuco, while the second has one of the highest rates of social and economic inequality in Brazil. Conclusion We successfully identified possible hidden Zika hotspots using a simple methodology combining Aedes-borne diseases and microcephaly information.",2023,,TRANSACTIONS OF THE ROYAL SOCIETY OF TROPICAL MEDICINE AND HYGIENE,117,3,189-196,WOS:000878286000001,10.1093/trstmh/trac099,,#5628,Freitas 2023,Exclusion reason: wrong pathogen or pathogen epidemiology or transmission not main focus; ,
"Zika Virus Infection, Basic and Clinical Aspects: A Review Article","Noorbakhsh, F; Abdolmohammadi, K; Fatahi, Y; Dalili, H; Rasoolinejad, M; Rezaei, F; Salehi-Vaziri, M; Shafiei-Jandaghi, NZ; Gooshki, ES; Zaim, M; Nicknam, MH","Background: Zika virus infection has recently attracted the attention of medical community. While clinical manifestations of the infection in adult cases are not severe and disease is not associated with high mortality rates, Zika virus infection can have an impact on fetal development and lead to severe neurodevelopmental abnormalities.Methods: To gain insight into different aspects of Zika virus infection, a comprehensive literature review was performed. With regard to epidemiology and geographical distribution of Zika virus infection, relevant information was extracted from CDC and WHO websites.Results: In this review, we discuss different basic and clinical aspects of Zika virus infection including virology, epidemiology and pathogenesis of disease. Laboratory methods required for the diagnosis of disease together with ethical issues associated with Zika virus infection will also be discussed in detail.Conclusion: Herein, we have tried to provide a multi-faceted view of Zika virus infection, with greater emphasis on disease status in Eastern Mediterranean Region.",2019,,IRANIAN JOURNAL OF PUBLIC HEALTH,48,1,20-31,WOS:000455903500003,,,#5634,Noorbakhsh 2019,Exclusion reason: reports metrics from other papers (not original estimates or primary data); ,Review
