id,parameter_data_id,covidence_id,parameter_type,parameter_unit,exponent,parameter_value,parameter_value_type,parameter_uncertainty_lower_value,parameter_uncertainty_upper_value,parameter_uncertainty_type,parameter_uncertainty_single_value,parameter_uncertainty_singe_type,parameter_lower_bound,parameter_upper_bound,genome_site,case_definition,cfr_ifr_denominator,cfr_ifr_method,cfr_ifr_numerator,data_available,distribution_par1_type,distribution_par1_uncertainty,distribution_par1_value,distribution_par2_type,distribution_par2_uncertainty,distribution_par2_value,distribution_type,genomic_sequence_available,inverse_param,inverse_param_2,method_disaggregated,method_disaggregated_by,method_disaggregated_only,method_from_supplement,method_moment_value,method_r,name_data_entry,parameter_statistical_approach,parameter_from_figure,population_age_max,population_age_min,population_country,population_group,population_location,population_sample_size,population_sample_type,population_sex,population_study_end_day,population_study_end_month,population_study_end_year,population_study_start_day,population_study_start_month,population_study_start_year,r_pathway,riskfactor_adjusted,riskfactor_name,riskfactor_occupation,riskfactor_outcome,riskfactor_significant,seroprevalence_adjusted,third_sample_param_yn,trimester_exposed,urban_rural_area,article_id,parameter_class,parameter_bounds,comb_uncertainty_type,comb_uncertainty,population_country_original,delay_short,genomic_lineage,prnt_on_elisa,metaanalysis_inclusion,women_or_infants,pregnancy_outcome_type,survey_start_date,survey_end_date,survey_date
1b5e8a4b9bfc09d4e2a5221ccdfa16c2,da983a8bab650efc8590e2eb056bf173,2876,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Rob,NA,FALSE,NA,NA,Nicaragua,Children,Managua,3893,Community based,Both,28,Feb,2017,1,Jan,2016,NA,Adjusted,Age;Other;Sex,NA,Other,Not significant,NA,FALSE,NA,Urban area,3,Risk factors,NA,NA,NA,Nicaragua,NA,NA,FALSE,NA,NA,NA,1 Jan 2016,28 Feb 2017,1 Jan 2016 - 28 Feb 2017
1b5e8a4b9bfc09d4e2a5221ccdfa16c2,3f001c5ea92672cf5b8042592e0710a4,2876,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Rob,NA,FALSE,NA,NA,Nicaragua,Children,Managua,3893,Community based,Both,28,Feb,2017,1,Jan,2016,NA,Not adjusted,Sex,NA,Other,Not significant,NA,FALSE,NA,Urban area,3,Risk factors,NA,NA,NA,Nicaragua,NA,NA,FALSE,NA,NA,NA,1 Jan 2016,28 Feb 2017,1 Jan 2016 - 28 Feb 2017
04ebe9a7fdfe979389ca091f904656a5,87da627452b7d38dc79b302d33b186be,3017,Reproduction number (Basic R0),No units,0,2.055,Median,0.523,6.3,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Compartmental model,Keith,Estimated model parameter,FALSE,NA,NA,"Multi-country: Brazil, Colombia, El Salvador",General population,NA,NA,Population based,Unspecified,27,Feb,2016,NA,Apr,2015,Other,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Reproduction number,NA,95% CI,0.523 - 6.3,"Brazil, Colombia, El Salvador",NA,NA,FALSE,NA,NA,NA,Apr 2015,27 Feb 2016,Apr 2015 - 27 Feb 2016
04ebe9a7fdfe979389ca091f904656a5,4cbf03c3845084dd5627960a69b4e1bc,3017,Reproduction number (Basic R0) - Vector-borne,No units,0,1.96,Median,0.45,6.227,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Compartmental model,Keith,Estimated model parameter,FALSE,NA,NA,"Multi-country: Brazil, Colombia, El Salvador",General population,NA,NA,Population based,Unspecified,27,Feb,2016,NA,Apr,2015,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,4,Reproduction number,NA,95% CI,0.45 - 6.227,"Brazil, Colombia, El Salvador",NA,NA,FALSE,NA,NA,NA,Apr 2015,27 Feb 2016,Apr 2015 - 27 Feb 2016
04ebe9a7fdfe979389ca091f904656a5,117e19a9609cd2e4e8fcac26333289db,3017,Reproduction number (Basic R0) - Sexual,No units,0,0.136,Median,0.009,0.521,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Compartmental model,Keith,Estimated model parameter,FALSE,NA,NA,"Multi-country: Brazil, Colombia, El Salvador",General population,NA,NA,Population based,Unspecified,27,Feb,2016,NA,Apr,2015,Human-human,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,4,Reproduction number,NA,95% CI,0.009 - 0.521,"Brazil, Colombia, El Salvador",NA,NA,FALSE,NA,NA,NA,Apr 2015,27 Feb 2016,Apr 2015 - 27 Feb 2016
04ebe9a7fdfe979389ca091f904656a5,6ef0c3862f88f9441ab82eafcc343039,3017,Reproduction number (Basic R0),No units,0,1.79,Unspecified,1.68,1.91,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,Other,Keith,NA,FALSE,NA,NA,France,General population,"Yap Island, French Polynesia",NA,Population based,Unspecified,NA,NA,2007,NA,NA,2007,Other,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Reproduction number,NA,Other,1.68 - 1.91,France,NA,NA,FALSE,NA,NA,NA,2007,2007,2007
2b8ecdddd1cd001a23abeccc35f2016f,e8c2a85a7043fd49415b258c1cdcd508,3030,Seroprevalence - Neutralisation/PRNT,Percentage (%),0,2,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,150,NA,3,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Cameroon,Blood donors,Maroua,150,Other,Unspecified,NA,Oct,2015,NA,Aug,2015,NA,NA,NA,NA,NA,NA,Adjusted,FALSE,NA,NA,2,Seroprevalence,NA,NA,NA,Cameroon,NA,NA,FALSE,NA,NA,NA,Aug 2015,Oct 2015,Aug 2015 - Oct 2015
2b8ecdddd1cd001a23abeccc35f2016f,4ef5963f764d5297c806fa0dba8df6f4,3030,Seroprevalence - Neutralisation/PRNT,Percentage (%),0,4.8,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,186,NA,9,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Cameroon,Blood donors,Garoua,186,Other,Unspecified,NA,Oct,2015,NA,Aug,2015,NA,NA,NA,NA,NA,NA,Adjusted,FALSE,NA,NA,2,Seroprevalence,NA,NA,NA,Cameroon,NA,NA,FALSE,NA,NA,NA,Aug 2015,Oct 2015,Aug 2015 - Oct 2015
2b8ecdddd1cd001a23abeccc35f2016f,38a6ea605b650e63a6153f721f40b852,3030,Seroprevalence - Neutralisation/PRNT,NA,0,2,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,149,NA,3,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Cameroon,Blood donors,Ngaoundere,149,Other,Unspecified,NA,Oct,2015,NA,Aug,2015,NA,NA,NA,NA,NA,NA,Adjusted,FALSE,NA,NA,2,Seroprevalence,NA,NA,NA,Cameroon,NA,NA,FALSE,NA,NA,NA,Aug 2015,Oct 2015,Aug 2015 - Oct 2015
2b8ecdddd1cd001a23abeccc35f2016f,3daa569287c4f7b029c6ec30debba4e6,3030,Seroprevalence - Neutralisation/PRNT,NA,0,10,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,170,NA,17,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Cameroon,Blood donors,Douala,170,Other,Unspecified,NA,Oct,2015,NA,Aug,2015,NA,NA,NA,NA,NA,NA,Adjusted,FALSE,NA,NA,2,Seroprevalence,NA,NA,NA,Cameroon,NA,NA,FALSE,NA,NA,NA,Aug 2015,Oct 2015,Aug 2015 - Oct 2015
2b8ecdddd1cd001a23abeccc35f2016f,ad1beb6d44178baa3b23fe01fc76a1fc,3030,Seroprevalence - Neutralisation/PRNT,NA,0,3.3,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,272,NA,9,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Cameroon,Blood donors,Yaounde,272,Other,Unspecified,NA,Oct,2015,NA,Aug,2015,NA,NA,NA,NA,NA,NA,Adjusted,FALSE,NA,NA,2,Seroprevalence,NA,NA,NA,Cameroon,NA,NA,FALSE,NA,NA,NA,Aug 2015,Oct 2015,Aug 2015 - Oct 2015
2b8ecdddd1cd001a23abeccc35f2016f,50c7f9dce3f70955800990fd34e8de91,3030,Seroprevalence - Neutralisation/PRNT,NA,0,7.6,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,157,NA,12,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Cameroon,Blood donors,Bertoua,157,Other,Unspecified,NA,Oct,2015,NA,Aug,2015,NA,NA,NA,NA,NA,NA,Adjusted,FALSE,NA,NA,2,Seroprevalence,NA,NA,NA,Cameroon,NA,NA,FALSE,NA,NA,NA,Aug 2015,Oct 2015,Aug 2015 - Oct 2015
2b8ecdddd1cd001a23abeccc35f2016f,ad8b87a1c2c046773bef975bfbc3159a,3030,Risk factors,NA,0,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Cameroon,Blood donors,"Maroua, Garoua, Ngaoundere, Douala, Yaounde, Bertoua",1084,Other,Unspecified,NA,Oct,2015,NA,Aug,2015,NA,Adjusted,Occupation;Other,Other,Serology,Significant,NA,FALSE,NA,NA,2,Risk factors,NA,NA,NA,Cameroon,NA,NA,FALSE,NA,NA,NA,Aug 2015,Oct 2015,Aug 2015 - Oct 2015
85fa0e8b372a7f499bfb4f3627aa2627,b2bc871fa5c5b7f8b05c8840d5fab377,3039,Reproduction number (Basic R0) - Sexual,No units,0,7.6,Median,4.8,14,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes - as an attachment,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,Method,FALSE,FALSE,Post outbreak,Next generation matrix,Kelly M,Estimated model parameter,FALSE,NA,NA,Federated States of Micronesia,Persons under investigation,Yap Main Islands,108,Population based,NA,NA,Jul,2007,NA,Apr,2007,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,NA,Rural,6,Reproduction number,NA,95% CI,4.8 - 14,Federated States of Micronesia,NA,NA,FALSE,NA,NA,NA,Apr 2007,Jul 2007,Apr 2007 - Jul 2007
19a4f2af2f3e38e7159698fb7922342c,2b1d8ff2cef6f01f68a2590c545c8e74,3042,Risk factors,NA,0,NA,Unspecified,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes - as an attachment,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,Observed sample statistic,FALSE,NA,NA,Brazil,Persons under investigation,Rio de Janeiro,NA,Population based,NA,NA,May,2016,NA,Feb,2015,NA,Unspecified,Other,Unspecified,Infection,Significant,NA,FALSE,NA,NA,4,Risk factors,NA,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,Feb 2015,May 2016,Feb 2015 - May 2016
b706d8e6b994cdce0e86244457393f78,f14efa464562a0f478541e49a89abc4d,3071,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Tristan Naidoo,NA,FALSE,NA,NA,Brazil,Pregnant women,NA,523,Population based,Female,27,Feb,2016,19,Nov,2015,NA,Not adjusted,Other,NA,Other,Significant,NA,FALSE,NA,Unspecified,43,Risk factors,NA,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,19 Nov 2015,27 Feb 2016,19 Nov 2015 - 27 Feb 2016
b706d8e6b994cdce0e86244457393f78,d1592274804eed603ccd57f56bad5a4a,3071,Risk factors,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Tristan Naidoo,NA,FALSE,NA,NA,Brazil,Pregnant women,NA,602,Population based,Female,27,Feb,2016,19,Nov,2015,NA,Not adjusted,Other,NA,Other,Significant,NA,FALSE,NA,Unspecified,43,Risk factors,NA,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,19 Nov 2015,27 Feb 2016,19 Nov 2015 - 27 Feb 2016
a9a2fc310bc8c7cb565699d7d7c4cbbd,fce350b533346c0d9f826b60ff383996,3098,Severity - proportion of symptomatic cases,Percentage (%),0,23.2,Mean,NA,NA,NA,NA,NA,NA,NA,NA,Lab confirmed,573,NA,133,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Anna Vicco,NA,FALSE,NA,NA,France,Pregnant women,French Guiana,573,Population based,Female,1,Jun,2016,1,Feb,2016,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,68,Severity,NA,NA,NA,France,NA,NA,FALSE,NA,NA,NA,1 Feb 2016,1 Jun 2016,1 Feb 2016 - 1 Jun 2016
52d1b294c5a2ae5543b0d2b08356a557,dbdb92a7dcca558bfe4a0c8c6fed2124,3152,Reproduction number (Basic R0),No units,0,NA,Mean,NA,NA,NA,NA,NA,1.29,1.71,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,Method,TRUE,TRUE,Unspecified,Branching process,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Brazil,Persons under investigation,Centre-West Brazil,44825,Population based,Unspecified,19,Nov,2016,1,Jan,2015,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,1,Reproduction number,1.29 - 1.71,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,1 Jan 2015,19 Nov 2016,1 Jan 2015 - 19 Nov 2016
52d1b294c5a2ae5543b0d2b08356a557,74365a9b5c2b0e72a89b9042d2f22413,3152,Reproduction number (Basic R0),No units,0,NA,Mean,NA,NA,NA,NA,NA,1.58,2.48,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,Method,TRUE,TRUE,Unspecified,Branching process,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Brazil,Persons under investigation,North Brazil,22373,Population based,Unspecified,19,Nov,2016,1,Jan,2015,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,1,Reproduction number,1.58 - 2.48,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,1 Jan 2015,19 Nov 2016,1 Jan 2015 - 19 Nov 2016
52d1b294c5a2ae5543b0d2b08356a557,5dc997add30c7fb68f77b27844fbacd4,3152,Reproduction number (Basic R0),No units,0,NA,Mean,NA,NA,NA,NA,NA,1.75,3.12,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,"Method, Time",TRUE,TRUE,Unspecified,Branching process,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Brazil,Persons under investigation,Northeast Brazil,122779,Population based,Unspecified,19,Nov,2016,1,Jan,2015,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,1,Reproduction number,1.75 - 3.12,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,1 Jan 2015,19 Nov 2016,1 Jan 2015 - 19 Nov 2016
52d1b294c5a2ae5543b0d2b08356a557,8333c4c2980f27172c31f6903329ce1a,3152,Reproduction number (Basic R0),No units,0,NA,Mean,NA,NA,NA,NA,NA,1.98,3.85,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,Method,TRUE,TRUE,Unspecified,Branching process,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Brazil,Persons under investigation,South-East Brazil,112689,Population based,Unspecified,19,Nov,2016,1,Jan,2015,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,1,Reproduction number,1.98 - 3.85,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,1 Jan 2015,19 Nov 2016,1 Jan 2015 - 19 Nov 2016
52d1b294c5a2ae5543b0d2b08356a557,6815ddc3e3cd7e79ece3177728e89adf,3152,Reproduction number (Basic R0),No units,0,NA,Mean,NA,NA,NA,NA,NA,1.61,2.57,NA,NA,NA,NA,NA,Unspecified,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,Method,TRUE,TRUE,Unspecified,Branching process,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,Brazil,Persons under investigation,South Brazil,4944,Population based,Unspecified,19,Nov,2016,1,Jan,2015,Unspecified,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,1,Reproduction number,1.61 - 2.57,NA,NA,Brazil,NA,NA,FALSE,NA,NA,NA,1 Jan 2015,19 Nov 2016,1 Jan 2015 - 19 Nov 2016
52d1b294c5a2ae5543b0d2b08356a557,5172aaf569757afa37f155633e8a1609,3152,Mutations - evolutionary rate,Substitutions/site/year,-3,1.12,Unspecified,0.97,1.27,95% CrI,NA,NA,NA,NA,Whole genome sequence,NA,NA,NA,NA,Yes - on Github,NA,FALSE,NA,NA,FALSE,NA,NA,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Richard Sheppard,Estimated model parameter,FALSE,NA,NA,"Multi-country: Americas, Asia, Oceania",Persons under investigation,NA,254,Unspecified,Unspecified,1,Mar,2016,NA,NA,1966,NA,NA,NA,NA,NA,NA,NA,FALSE,Unspecified,Unspecified,1,Mutations,NA,95% CrI,0.97 - 1.27,"Brazil, Polynesia, Caribbean, Central America, South America",NA,Asian; AmZIKV lineage,FALSE,NA,NA,NA,1966,1 Mar 2016,1966 - 1 Mar 2016
294eb0700d89a1b72f4d9c8d48c675df,68c916d33eb4189f4ebbdfe00c04771b,3154,Mutations - evolutionary rate,Substitutions/site/year,-3,NA,Mean,NA,NA,NA,NA,NA,0.98,1.06,near-complete genome,NA,NA,NA,NA,Yes - with a DOI,NA,FALSE,NA,NA,FALSE,NA,NA,TRUE,FALSE,FALSE,TRUE,Method,FALSE,FALSE,Unspecified,NA,Dominic Dee,Estimated model parameter,FALSE,NA,NA,"Multi-country: Africa (n = 4), Americas (n = 9), Asia (n = 7), Oceania (n = 4), Europe (n = 2)",NA,NA,NA,NA,Unspecified,NA,Dec,2015,NA,NA,1947,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,3,Mutations,0.98 - 1.06,NA,NA,"Russia, Colombia, Brazil, China, Thailand, Indonesia, Mexico, Philippines, Haiti, Martinique, Puerto Rico, Guatemala, Suriname, Cook Islands, New Caledonia, Easter Island, French Polynesia, Indonesia, Malaysia, Cambodia, Micronesia, Senegal, Central African Republic, Nigeria, Uganda, Norway",NA,Asian lineage,FALSE,NA,NA,NA,1947,Dec 2015,1947 - Dec 2015
910ffd40e130e748afbc689213016c99,ad1c40fa5150092e9fd95bc44bb1e3e9,3163,Mutations - evolutionary rate,Substitutions/site/year,-3,1.2,Mean,0.951,1.41,HPDI 95%,NA,NA,NA,NA,Whole genome sequence,NA,NA,NA,NA,Yes - on another platform,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Unspecified,NA,Rob,Estimated model parameter,FALSE,NA,NA,"Multi-country: South and Central America (n = 8), Asia (n = 5), Oceania (n = 1)",Unspecified,Martinique,39,Unspecified,Unspecified,NA,NA,2016,NA,NA,2007,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,5,Mutations,NA,HPDI 95%,0.951 - 1.41,"Brazil, Cambodia, China, Colombia, Dominican Republic, French Polynesia, Guatemala, Haiti, Mexico, Federated States of Micronesia, Philippines, Puerto Rico, Suriname, Thailand",NA,NA,FALSE,NA,NA,NA,2007,2016,2007 - 2016
6fe6159b6cc19850b2e73dc98bbc5325,b3785d4a782c8148053489dbe24547d3,3221,Attack rate,Percentage (%),0,78,Central,63.5,86.3,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,Region,FALSE,FALSE,Post outbreak,NA,sangeeta,Estimated model parameter,FALSE,NA,NA,France,General population,French Polynesia,NA,Population based,Unspecified,NA,May,2014,NA,Aug,2013,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Attack rate,NA,95% CI,63.5 - 86.3,France,NA,NA,FALSE,NA,NA,NA,Aug 2013,May 2014,Aug 2013 - May 2014
6fe6159b6cc19850b2e73dc98bbc5325,123e2ffc04835ea8ce841e6ea00a0f0e,3221,Attack rate,Percentage (%),0,20.8,Central,1.1,50.3,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,NA,sangeeta,Estimated model parameter,FALSE,NA,NA,Colombia,General population,NA,NA,Population based,Unspecified,NA,May,2016,NA,Aug,2015,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Attack rate,NA,95% CI,1.1 - 50.3,Colombia,NA,NA,FALSE,NA,NA,NA,Aug 2015,May 2016,Aug 2015 - May 2016
6fe6159b6cc19850b2e73dc98bbc5325,7834538afb582910a5762310737969af,3221,Attack rate,Percentage (%),0,32.4,Central,2.5,94.2,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,NA,sangeeta,Estimated model parameter,FALSE,NA,NA,Brazil,General population,Bahia,NA,Population based,Unspecified,NA,Feb,2016,NA,Feb,2015,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Attack rate,NA,95% CI,2.5 - 94.2,Brazil,NA,NA,FALSE,NA,NA,NA,Feb 2015,Feb 2016,Feb 2015 - Feb 2016
6fe6159b6cc19850b2e73dc98bbc5325,514110af4f870f049c0638fedb80c446,3221,Attack rate,Percentage (%),0,71.3,Central,67.4,94.1,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,NA,sangeeta,Estimated model parameter,FALSE,NA,NA,France,General population,"Tahiti, French Polynesia",NA,Population based,Unspecified,NA,May,2014,NA,Aug,2013,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Attack rate,NA,95% CI,67.4 - 94.1,France,NA,NA,FALSE,NA,NA,NA,Aug 2013,May 2014,Aug 2013 - May 2014
6fe6159b6cc19850b2e73dc98bbc5325,eabca1971d3db32d0a59be24d92fe4c9,3221,Attack rate,Percentage (%),0,70.1,Central,66.3,92.5,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,NA,sangeeta,Estimated model parameter,FALSE,NA,NA,France,General population,"Sous-le-vent Islands, French Polynesia",NA,Population based,Unspecified,NA,May,2014,NA,Aug,2013,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Attack rate,NA,95% CI,66.3 - 92.5,France,NA,NA,FALSE,NA,NA,NA,Aug 2013,May 2014,Aug 2013 - May 2014
6fe6159b6cc19850b2e73dc98bbc5325,a081e2954bf3ec245d95b44d6162ed34,3221,Attack rate,Percentage (%),0,62.5,Unspecified,59.2,82.5,95% CI,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,NA,sangeeta,NA,FALSE,NA,NA,France,General population,"""Other four archipelagos"", French Polynesia",NA,Population based,Unspecified,NA,May,2014,NA,Aug,2013,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,4,Attack rate,NA,95% CI,59.2 - 82.5,France,NA,NA,FALSE,NA,NA,NA,Aug 2013,May 2014,Aug 2013 - May 2014
9135e327db41a954cc5ec7640fe69d8a,14d04ae15e72d20fd45d0f13101fe56c,3221,Reproduction number (Basic R0) - Sexual,No units,0,NA,Central,NA,NA,NA,NA,NA,0.5,2.5,NA,NA,NA,NA,NA,Not available,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,Post outbreak,Unspecified,Thomas Rawson,Unspecified,TRUE,NA,NA,"Multi-country: Brazil, Colombia, French Polynesia",General population,NA,NA,Population based,Unspecified,NA,Jun,2016,NA,Aug,2013,Vector-human,NA,NA,NA,NA,NA,NA,FALSE,NA,Unspecified,6,Reproduction number,0.5 - 2.5,NA,NA,"Brazil, Colombia, French Polynesia",NA,NA,FALSE,NA,NA,NA,Aug 2013,Jun 2016,Aug 2013 - Jun 2016
d7ad85cf1607a27c587c0f5327f9ff27,4bc5b7832ed428fe047a3da39c4320c5,3337,Attack rate,"Per 10,000 population",0,14.6,Unspecified,NA,NA,NA,NA,NA,3.6,21.5,NA,Confirmed;Probable,7391,NA,108,NA,NA,FALSE,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE,TRUE,"Age, Region, Sex",FALSE,FALSE,Unspecified,NA,Christian,Observed sample statistic,FALSE,NA,NA,Federated States of Micronesia,Persons under investigation,Yap Island,185,Hospital based,Both,31,Jul,2007,1,Apr,2007,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,4,Attack rate,3.6 - 21.5,NA,NA,Federated States of Micronesia,NA,NA,FALSE,NA,NA,NA,1 Apr 2007,31 Jul 2007,1 Apr 2007 - 31 Jul 2007
